Gene_ID,Uniprot_ID,Gene_symbol,Aproved_gene_name,ENS_Gene_id,Ortho_Age,Paralog_status,Haplosufficiency_Rank,Disease_Association,Family_Root,Family_ID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,control.category,Degree,Eccentricity,MDS,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient,VIP_type
81849,SIA7E_HUMAN,ST6GALNAC5,ST6GALNAC5,ENSG00000117069,435,Ohnolog,11.64,None,Chordata,192,3.61683801,2.30E-07,0.2764846,0,intermittent,3,6,FALSE,31,0.67289525,1312,0.33333333,NA
81850,KRA13_HUMAN,KRTAP1-3,KRTAP1-3,ENSG00000221880,105,SSD,NA,None,Euteleostomi,10283,3.34320645,9.00E-07,0.29911404,0.06666667,intermittent,6,6,FALSE,79,0.70709919,8094,0.19831224,NA
81853,TM14B_HUMAN,TMEM14B,TMEM14B,ENSG00000137210,43,SSD,74.5,None,LECA,1701,2.88896916,1.25E-05,0.34614423,0.09090909,intermittent,12,5,FALSE,339.4166667,0.76387886,126954,0.09644381,RNA
81854,NA,ZNF205-AS1,ZNF205-AS1,NA,NA,NA,NA,NA,NA,NA,3.51775493,2.00E-08,0.28427222,0,intermittent,2,6,FALSE,144.5,0.68528063,334,0.52564103,NA
81855,SFXN3_HUMAN,SFXN3,SFXN3,ENSG00000107819,796,Ohnolog,42.02,None,Bilateria,2806,2.55226452,9.39E-05,0.39180892,0.1020202,intermittent,45,5,FALSE,457.7111111,0.80596694,1566622,0.05381479,DNA
81856,ZN611_HUMAN,ZNF611,ZNF611,ENSG00000213020,29,SSD,96.85,None,LECA,89,3.3139761,5.00E-08,0.30175233,0.66666667,intermittent,4,6,FALSE,252,0.71075299,2912,0.38181818,NA
81857,MED25_HUMAN,MED25,MED25,ENSG00000104973,615,SSD,45.45,None,LECA,2449,2.78482912,8.24E-06,0.35908846,0.43452381,intermittent,49,5,FALSE,196.0816327,0.77689636,193378,0.04166197,Multi
81858,SHRPN_HUMAN,SHARPIN,SHARPIN,ENSG00000179526,158,SSD,80.64,None,Bilateria,246,2.73837177,8.21E-05,0.36518051,0.07615481,intermittent,90,5,FALSE,149.8333333,0.78270353,1151652,0.02855539,RNA
81870,KRA99_HUMAN,KRTAP9-9,KRTAP9-9,ENSG00000198083,96,SSD,NA,None,Euteleostomi,10283,3.16921367,0,0.31553568,0,redundant,1,6,FALSE,962,0.72884829,0,0,NA
81873,ARP5L_HUMAN,ARPC5L,ARPC5L,ENSG00000136950,615,Ohnolog,22.93,None,LECA,5856,2.67629897,1.58E-05,0.37365033,0.38076923,intermittent,40,5,FALSE,379.85,0.79046263,352580,0.05873801,NA
81875,I20L2_HUMAN,ISG20L2,ISG20L2,ENSG00000143319,435,Ohnolog,65.21,None,LECA,72,2.76404557,6.96E-06,0.36178854,0.21428571,intermittent,21,6,FALSE,470.0476191,0.7794943,201514,0.09110132,NA
81876,RAB1B_HUMAN,RAB1B,RAB1B,ENSG00000174903,615,SSD,17.59,None,LECA,471,2.6166713,0.000158,0.38216493,0.174703,intermittent,54,5,FALSE,305.0185185,0.79791609,1874310,0.04154556,RNA
81887,LAS1L_HUMAN,LAS1L,LAS1L,ENSG00000001497,435,Singleton,62.91,None,Singleton,0,2.62045013,1.08E-05,0.38161383,0.21952862,intermittent,55,5,FALSE,489.3636364,0.79744373,501224,0.06689368,Multi
81888,HYI_HUMAN,HYI,HYI,ENSG00000178922,796,Singleton,54.29,None,Singleton,0,3.22556266,8.50E-07,0.31002343,0,intermittent,6,6,FALSE,92.83333333,0.72180467,7236,0.18041912,NA
81889,FAHD1_HUMAN,FAHD1,FAHD1,ENSG00000180185,796,SSD,64.76,None,Opisthokonta,2324,2.96865796,9.52E-06,0.33685255,0.04395604,intermittent,14,6,FALSE,218.4285714,0.75391775,92108,0.08464272,DNA
81890,TGT_HUMAN,QTRT1,QTRT1,ENSG00000213339,796,SSD,48.26,None,LECA,7469,2.83200889,2.28E-05,0.35310624,0.07017544,intermittent,19,5,FALSE,293.1578947,0.77099889,320488,0.06909448,RNA
81892,SLIRP_HUMAN,SLIRP,SLIRP,ENSG00000119705,615,Singleton,63.53,None,Singleton,0,2.66157266,2.40E-05,0.37571772,0.08097166,intermittent,39,5,FALSE,389.3333333,0.79230342,612618,0.05815593,Multi
81894,MFRN2_HUMAN,SLC25A28,SLC25A28,ENSG00000155287,615,Ohnolog,18.26,None,LECA,53,3.75637677,2.60E-07,0.26621398,0,intermittent,4,6,FALSE,52.75,0.6554529,2432,0.28125,NA
81926,"F18A1_HUMAN,AB17A_HUMAN",ABHD17A,ABHD17A,ENSG00000129968,796,Ohnolog,64.37,None,Opisthokonta,1977,3.04784662,1.87E-05,0.3281005,0.06432749,intermittent,19,6,FALSE,129.9473684,0.74401917,182470,0.07301371,NA
81928,CABL2_HUMAN,CABLES2,CABLES2,ENSG00000149679,435,Ohnolog,60.25,None,Vertebrata,5476,2.91708808,2.53E-06,0.34280761,0.28571429,intermittent,8,5,FALSE,454.25,0.76036399,42490,0.14657954,NA
81929,SEH1_HUMAN,SEH1L,SEH1L,ENSG00000085415,796,SSD,10.53,None,Opisthokonta,1376,2.62417338,9.14E-05,0.38107238,0.1414557,intermittent,80,5,FALSE,241.075,0.79697833,1331660,0.03351238,Multi
81930,KI18A_HUMAN,KIF18A,KIF18A,ENSG00000121621,435,SSD,25.11,None,LECA,592,2.97338149,7.72E-06,0.33631742,0.06837607,intermittent,27,6,FALSE,120.1851852,0.75332731,85282,0.05541838,NA
81931,ZNF93_HUMAN,ZNF93,ZNF93,ENSG00000184635,29,SSD,93.59,None,LECA,89,3.39777716,0,0.29431006,0,intermittent,1,6,FALSE,339,0.70027785,0,0,NA
81932,HDHD3_HUMAN,HDHD3,HDHD3,ENSG00000119431,796,SSD,65.69,None,Opisthokonta,3937,2.94142817,7.24E-06,0.33997091,0.26666667,intermittent,6,6,FALSE,653.3333333,0.75732148,92538,0.22540559,NA
83259,PC11Y_HUMAN,PCDH11Y,PCDH11Y,ENSG00000099715,615,SSD,69.05,None,LECA,455,3.08707974,0,0.32393073,0,redundant,1,5,FALSE,1697,0.73911503,0,0,NA
83394,PITM3_HUMAN,PITPNM3,PITPNM3,ENSG00000091622,615,SSD,47.81,None,Bilateria,1576,3.06840789,1.98E-06,0.32590191,0.04761905,intermittent,7,6,FALSE,220.4285714,0.74144901,23944,0.16299279,DNA
83401,ELOV3_HUMAN,ELOVL3,ELOVL3,ENSG00000119915,796,Ohnolog,75.15,None,LECA,269,3.62600722,6.00E-08,0.27578544,0,intermittent,2,6,FALSE,32.5,0.6717491,276,0.5,NA
83416,FCRL5_HUMAN,FCRL5,FCRL5,ENSG00000143297,105,SSD,98.28,None,Gnathostomata,988,3.45973882,8.00E-08,0.28903916,0.06666667,intermittent,6,6,FALSE,38.33333333,0.69253265,1612,0.25111111,NA
83417,FCRL4_HUMAN,FCRL4,FCRL4,ENSG00000163518,105,SSD,94.36,None,Gnathostomata,988,3.71369825,3.70E-06,0.26927336,0,intermittent,6,6,FALSE,8.83333333,0.66078772,21638,0.17028986,NA
83439,TF7L1_HUMAN,TCF7L1,TCF7L1,ENSG00000152284,105,Ohnolog,17.3,None,LECA,1267,3.09886079,1.70E-07,0.32269923,0.2,intermittent,6,6,FALSE,276.6666667,0.7376424,3990,0.23080134,NA
83440,ADPGK_HUMAN,ADPGK,ADPGK,ENSG00000159322,796,Singleton,45.22,None,Singleton,0,2.76693526,6.82E-05,0.3614107,0.06773619,intermittent,34,5,FALSE,234.2941177,0.77913309,634808,0.04496807,NA
83442,SH3L3_HUMAN,SH3BGRL3,SH3BGRL3,ENSG00000142669,351,Ohnolog,20.64,None,Chordata,5096,2.76671298,1.50E-07,0.36143973,0.46666667,intermittent,6,6,FALSE,1175,0.77916088,9886,0.21876745,NA
83443,SF3B5_HUMAN,SF3B5,SF3B5,ENSG00000169976,796,Singleton,4.86,None,Singleton,0,2.86790775,4.60E-06,0.34868625,0.32439024,intermittent,41,5,FALSE,332.8292683,0.76651153,145450,0.09163801,RNA
83444,IN80B_HUMAN,INO80B,INO80B,ENSG00000115274,615,SSD,31.21,None,LECA,3549,2.72764657,4.59E-05,0.36661641,0.13478013,intermittent,103,5,FALSE,188.6019418,0.78404418,864836,0.03437169,Multi
83445,GSG1_HUMAN,GSG1,GSG1,ENSG00000111305,615,SSD,67.05,None,Vertebrata,2509,3.35443179,3.90E-07,0.29811308,0,intermittent,3,6,FALSE,146.6666667,0.70569603,4398,0.33875969,RNA
83446,CCD70_HUMAN,CCDC70,CCDC70,ENSG00000123171,176,SSD,87.51,None,Euteleostomi,1829,3.09158099,1.76E-06,0.3234591,0.1,intermittent,5,6,FALSE,313.2,0.73855238,23272,0.22360515,NA
83447,ADT4_HUMAN,SLC25A31,SLC25A31,ENSG00000151475,796,SSD,53.28,None,LECA,53,3.01989442,1.14E-06,0.33113741,0.2,intermittent,6,6,FALSE,631.5,0.7475132,41174,0.28734062,RNA
83448,PUS7L_HUMAN,PUS7L,PUS7L,ENSG00000129317,615,SSD,68.51,None,Bilateria,1583,2.96832453,4.00E-07,0.33689039,0.2,intermittent,6,6,FALSE,505,0.75395943,17332,0.17801293,NA
83449,PMFBP_HUMAN,PMFBP1,PMFBP1,ENSG00000118557,105,Singleton,58.23,None,Singleton,0,3.20961378,1.80E-07,0.31156397,0.3,intermittent,5,6,FALSE,112.8,0.72379828,3130,0.23319502,NA
83450,"LRC48_HUMAN,DRC3_HUMAN",DRC3,DRC3,ENSG00000171962,615,SSD,NA,None,LECA,227,3.77749375,0,0.26472579,0,intermittent,1,7,FALSE,99,0.65281328,0,0,NA
83451,ABHDB_HUMAN,ABHD11,ABHD11,ENSG00000106077,796,SSD,76.55,None,LECA,243,2.7884968,1.82E-05,0.35861615,0.27333333,intermittent,25,6,FALSE,286.6,0.7764379,233880,0.05971244,NA
83452,RB33B_HUMAN,RAB33B,RAB33B,ENSG00000172007,615,Ohnolog,37.53,Recessive,LECA,471,2.92286746,3.04E-06,0.34212978,0.14285714,intermittent,15,5,FALSE,301.8666667,0.75964157,51610,0.10496059,DNA
83460,EMC6_HUMAN,EMC6,EMC6,ENSG00000127774,796,Singleton,20.66,None,Singleton,0,2.77410392,1.85E-05,0.36047676,0.28787879,intermittent,12,5,FALSE,611.3333333,0.77823701,252916,0.11711064,NA
83461,CDCA3_HUMAN,CDCA3,CDCA3,ENSG00000111665,311,Singleton,57.96,None,Singleton,0,2.81656016,2.79E-05,0.35504301,0.04666667,intermittent,25,6,FALSE,235.6,0.77292998,321030,0.05302388,NA
83463,MAD3_HUMAN,MXD3,MXD3,ENSG00000213347,435,Ohnolog,56.47,None,Bilateria,652,3.00188941,1.13E-05,0.33312353,0.13492063,intermittent,28,6,FALSE,97.42857143,0.74976382,108414,0.05170122,NA
83464,APH1B_HUMAN,APH1B,APH1B,ENSG00000138613,796,Ohnolog,54.64,None,LECA,3787,3.02417338,5.01E-06,0.33066887,0.21428571,intermittent,8,5,FALSE,280,0.74697833,31578,0.13411708,NA
83468,GL8D2_HUMAN,GLT8D2,GLT8D2,ENSG00000120820,615,SSD,31.94,None,LECA,315,3.09741595,1.72E-05,0.32284976,0.01282051,intermittent,13,6,FALSE,81,0.73782301,190434,0.08401871,NA
83473,KATL2_HUMAN,KATNAL2,KATNAL2,ENSG00000167216,796,SSD,41.98,None,LECA,342,2.72609058,1.26E-05,0.36682567,0.12367865,intermittent,44,5,FALSE,272.5681818,0.78423868,282936,0.04816142,NA
83475,DOHH_HUMAN,DOHH,DOHH,ENSG00000129932,615,Singleton,69.02,None,Singleton,0,3.18049458,7.40E-07,0.31441651,0.04761905,intermittent,7,6,FALSE,111.8571429,0.72743818,7034,0.15266876,RNA
83478,RHG24_HUMAN,ARHGAP24,ARHGAP24,ENSG00000138639,615,Ohnolog,31.01,None,Vertebrata,4826,2.93503751,5.60E-07,0.34071115,0.1,intermittent,5,6,FALSE,663.2,0.75812031,23852,0.21962214,NA
83479,DDX59_HUMAN,DDX59,DDX59,ENSG00000118197,615,SSD,76.66,Recessive,LECA,732,2.88808002,1.30E-07,0.34625079,0.57142857,intermittent,7,6,FALSE,840.2857143,0.76399,14154,0.24059074,NA
83480,PUS3_HUMAN,PUS3,PUS3,ENSG00000110060,796,SSD,37.16,None,Opisthokonta,3026,3.79316477,0,0.2636321,0,intermittent,1,6,FALSE,45,0.6508544,0,0,NA
83481,EPIPL_HUMAN,EPPK1,EPPK1,ENSG00000261150,311,SSD,85.91,None,LECA,595,2.56210058,7.11E-05,0.39030474,0.12366819,intermittent,73,5,FALSE,419.3150685,0.80473743,1537642,0.05131787,Multi
83482,SCRT1_HUMAN,SCRT1,SCRT1,ENSG00000261678,615,SSD,79.34,None,LECA,261,3.74248402,0,0.26720221,0,redundant,1,6,FALSE,118,0.6571895,0,0,NA
83483,PLVAP_HUMAN,PLVAP,PLVAP,ENSG00000130300,105,Singleton,89.2,None,Singleton,0,3.07463184,3.95E-06,0.32524219,0,intermittent,9,6,FALSE,177.6666667,0.74067102,34228,0.11561955,NA
83538,TTC25_HUMAN,TTC25,TTC25,ENSG00000204815,615,Singleton,NA,None,Singleton,0,3.0260628,9.89E-06,0.33046241,0.05263158,intermittent,20,6,FALSE,132.7,0.74674215,111048,0.06767109,NA
83539,CHST9_HUMAN,CHST9,CHST9,ENSG00000154080,435,SSD,32.67,None,Bilateria,3588,3.24395665,4.90E-07,0.30826552,0.2,intermittent,5,6,FALSE,109,0.71950542,4870,0.21417323,NA
83540,NUF2_HUMAN,NUF2,NUF2,ENSG00000143228,351,SSD,31.62,None,LECA,6634,2.75959989,3.75E-05,0.36237137,0.20070423,intermittent,72,5,FALSE,142.25,0.78005001,536932,0.02833998,NA
83541,F110A_HUMAN,FAM110A,FAM110A,ENSG00000125898,435,SSD,67.45,None,Chordata,4581,2.83612114,3.12E-05,0.35259425,0.42067308,intermittent,65,6,FALSE,146.6307692,0.77048486,498152,0.03779902,NA
83543,AIF1L_HUMAN,AIF1L,AIF1L,ENSG00000126878,615,SSD,30.2,None,LECA,4668,2.81672687,1.38E-06,0.355022,0.03571429,intermittent,8,6,FALSE,706.5,0.77290914,84552,0.15555433,NA
83544,DNAL1_HUMAN,DNAL1,DNAL1,ENSG00000119661,796,Singleton,20.13,None,Singleton,0,3.43523201,0,0.29110115,1,intermittent,2,6,FALSE,131.5,0.695596,0,0.52811245,DNA
83546,RTBDN_HUMAN,RTBDN,RTBDN,ENSG00000132026,105,SSD,88.27,None,Chordata,3041,3.2796888,1.63E-06,0.30490698,0,intermittent,9,6,FALSE,49.33333333,0.7150389,11530,0.1161859,NA
83547,RILP_HUMAN,RILP,RILP,ENSG00000167705,435,Ohnolog,79.17,None,LECA,5524,3.14787441,1.77E-06,0.31767468,0.16666667,intermittent,13,5,FALSE,63.69230769,0.7315157,17618,0.09282653,NA
83548,COG3_HUMAN,COG3,COG3,ENSG00000136152,796,Singleton,28.81,None,Singleton,0,2.7906085,4.04E-05,0.35834478,0.13663664,intermittent,37,5,FALSE,181.2432432,0.77617394,410894,0.03903192,RNA
83549,UCK1_HUMAN,UCK1,UCK1,ENSG00000130717,796,Ohnolog,57.64,None,LECA,1660,3.5670464,1.10E-07,0.28034398,0.3,intermittent,5,6,FALSE,27,0.6791192,772,0.21788618,NA
83550,GP101_HUMAN,GPR101,GPR101,ENSG00000165370,435,SSD,68.06,None,Bilateria,493,3.19477633,1.80E-07,0.31301096,0.16666667,intermittent,4,6,FALSE,186.25,0.72565296,1764,0.26959361,NA
83551,TAAR8_HUMAN,TAAR8,TAAR8,ENSG00000146385,105,Ohnolog,81.11,None,Bilateria,887,3.36754654,0,0.29695209,0,redundant,1,6,FALSE,283,0.70405668,0,0,NA
83552,C1QT5_HUMAN,MFRP,MFRP,ENSG00000235718,435,SSD,61.74,None,LECA,343,3.85779383,0,0.25921551,1,intermittent,2,6,FALSE,26,0.64277577,0,0.52,NA
83590,TMUB1_HUMAN,TMUB1,TMUB1,ENSG00000164897,615,Ohnolog,59.28,None,Vertebrata,9039,2.78682967,3.75E-05,0.35883068,0.07142857,intermittent,29,5,FALSE,232.2413793,0.77664629,471030,0.04857917,NA
83591,THAP2_HUMAN,THAP2,THAP2,ENSG00000173451,413,SSD,23.62,None,Bilateria,477,3.21578216,6.30E-07,0.31096634,0.10714286,intermittent,8,6,FALSE,69.25,0.72302723,9784,0.14983624,NA
83593,RASF5_HUMAN,RASSF5,RASSF5,ENSG00000266094,435,Ohnolog,51.84,None,Bilateria,846,2.80627952,4.75E-05,0.35634369,0.08408163,intermittent,50,5,FALSE,178.52,0.77421506,625382,0.0412012,NA
83594,NUD12_HUMAN,NUDT12,NUDT12,ENSG00000112874,435,SSD,23.98,None,Opisthokonta,2665,3.0496249,7.70E-06,0.32790918,0.05833333,intermittent,16,6,FALSE,105.4375,0.74379689,56344,0.07037534,NA
83595,SOX7_HUMAN,SOX7,SOX7,ENSG00000171056,311,Ohnolog,24.36,None,LECA,88,3.00539039,5.80E-07,0.33273548,0,intermittent,4,6,FALSE,622.5,0.7493262,9938,0.25660611,NA
83596,B2L12_HUMAN,BCL2L12,BCL2L12,ENSG00000126453,105,SSD,74.86,None,Gnathostomata,4129,2.95832176,2.17E-06,0.33802949,0.34545455,intermittent,11,6,FALSE,344.9090909,0.75520978,32998,0.1400761,NA
83605,CCM2_HUMAN,CCM2,CCM2,ENSG00000136280,615,Ohnolog,28.19,None,Vertebrata,2043,2.8762434,1.13E-05,0.34767572,0.09803922,intermittent,18,6,FALSE,263.7777778,0.76546957,133360,0.07206879,NA
83606,CV013_HUMAN,GUCD1,GUCD1,ENSG00000138867,796,Singleton,42.6,None,Singleton,0,2.82878577,9.36E-06,0.35350857,0.05454545,intermittent,11,6,FALSE,486.7272727,0.77140178,283724,0.10725388,NA
83607,AMERL_HUMAN,AMMECR1L,AMMECR1L,ENSG00000144233,796,Ohnolog,10.98,None,LECA,2117,2.90452904,6.58E-06,0.3442899,0.07575758,intermittent,12,5,FALSE,335.5833333,0.76193387,106500,0.10150964,NA
83608,CR021_HUMAN,C18orf21,C18orf21,ENSG00000141428,311,Singleton,NA,None,Singleton,0,2.77082523,1.02E-05,0.36090331,0.31904762,intermittent,21,6,FALSE,320.952381,0.77864685,125044,0.06349835,NA
83636,CS012_HUMAN,C19orf12,C19orf12,ENSG00000131943,796,Singleton,NA,None,Singleton,0,2.99744373,6.00E-08,0.33361761,0,intermittent,2,6,FALSE,1334,0.75031953,4666,0.52418403,NA
83637,ZMIZ2_HUMAN,ZMIZ2,ZMIZ2,ENSG00000122515,796,Ohnolog,50.33,None,LECA,419,2.78610725,8.97E-05,0.35892373,0.08045977,intermittent,30,5,FALSE,240.2333333,0.77673659,832662,0.05033214,NA
83638,CK068_HUMAN,C11orf68,C11orf68,ENSG00000175573,615,Singleton,NA,None,Singleton,0,3.13309253,8.70E-07,0.31917347,0.07142857,intermittent,8,6,FALSE,133.75,0.73336343,9400,0.14011567,NA
83639,TX101_HUMAN,TEX101,TEX101,ENSG00000131126,105,SSD,96.81,None,Theria,5089,3.15332037,1.60E-07,0.31712604,0.33333333,intermittent,3,6,FALSE,378,0.73083495,3172,0.33750372,NA
83640,RAM_HUMAN,RAMAC,RAMAC,ENSG00000169612,435,SSD,NA,None,Homo sapiens,9948,2.85973882,1.11E-05,0.34968228,0.14130435,intermittent,24,6,FALSE,286.75,0.76753265,219088,0.07696868,NA
83641,F107B_HUMAN,FAM107B,FAM107B,ENSG00000065809,615,Ohnolog,25.94,None,Vertebrata,775,2.85168102,1.28E-06,0.35067036,0.2,intermittent,5,6,FALSE,1004.6,0.76853987,66482,0.24023923,NA
83642,SELO_HUMAN,SELENOO,SELENOO,ENSG00000073169,615,Singleton,NA,None,Singleton,0,3.17004724,5.20E-06,0.31545271,0.01098901,intermittent,14,6,FALSE,64.14285714,0.7287441,51700,0.07551995,DNA
83648,F167A_HUMAN,FAM167A,FAM167A,ENSG00000154319,435,Ohnolog,68.25,None,Chordata,7717,2.94492915,4.65E-05,0.33956674,0.02570922,intermittent,48,6,FALSE,72.16666667,0.75688386,489790,0.02992188,NA
83657,DLRB2_HUMAN,DYNLRB2,DYNLRB2,ENSG00000168589,796,SSD,36.24,None,LECA,4595,2.96176716,4.64E-06,0.33763626,0.24444444,intermittent,10,6,FALSE,292,0.75477911,34922,0.10707997,RNA
83658,DLRB1_HUMAN,DYNLRB1,DYNLRB1,ENSG00000125971,796,SSD,63.93,None,LECA,4595,2.79649903,1.75E-05,0.35758997,0.1483871,intermittent,31,5,FALSE,249,0.77543762,332156,0.05418259,RNA
83659,TEKT1_HUMAN,TEKT1,TEKT1,ENSG00000167858,796,SSD,66.74,None,Bilateria,1642,3.07463184,5.60E-07,0.32524219,0,intermittent,10,6,FALSE,141.1,0.74067102,10096,0.11597682,NA
83660,TLN2_HUMAN,TLN2,TLN2,ENSG00000171914,105,Ohnolog,28.52,None,Bilateria,5866,2.92425674,8.24E-06,0.34196724,0.02923977,intermittent,19,6,FALSE,208.2631579,0.75946791,117954,0.0745378,RNA
83666,PARP9_HUMAN,PARP9,PARP9,ENSG00000138496,311,SSD,87.26,None,LECA,650,2.89524868,5.60E-07,0.34539347,0.48888889,intermittent,10,5,FALSE,481.9,0.76309391,10540,0.14303948,DNA
83667,SESN2_HUMAN,SESN2,SESN2,ENSG00000130766,796,Ohnolog,25.6,None,Gnathostomata,1246,2.89108086,5.85E-06,0.3458914,0.19473684,intermittent,20,6,FALSE,227.6,0.76361489,85400,0.07326143,NA
83692,C99L2_HUMAN,CD99L2,CD99L2,ENSG00000102181,435,SSD,82.42,None,Euteleostomi,16,3.08452348,5.47E-06,0.32419919,0,intermittent,18,6,FALSE,83.77777778,0.73943457,51480,0.06824219,NA
83693,HSDL1_HUMAN,HSDL1,HSDL1,ENSG00000103160,796,SSD,59.45,None,LECA,371,2.79238677,5.52E-05,0.35811658,0.03692308,intermittent,26,5,FALSE,293,0.77595165,617620,0.05971474,DNA
83694,RPKL1_HUMAN,RPS6KL1,RPS6KL1,ENSG00000198208,435,Ohnolog,67.04,None,LECA,3019,2.97704918,1.20E-07,0.33590308,0,redundant,2,5,FALSE,1285,0.75286885,11180,0.53101737,NA
83695,CL032_HUMAN,RHNO1,RHNO1,ENSG00000171792,413,Singleton,78.45,None,Singleton,0,2.84145596,9.37E-06,0.35193225,0.0989011,intermittent,14,6,FALSE,390.2857143,0.76981801,219436,0.09534283,NA
83696,TPPC9_HUMAN,TRAPPC9,TRAPPC9,ENSG00000167632,796,Singleton,53.39,None,Singleton,0,2.67540984,0.000166,0.37377451,0.16490486,intermittent,44,5,FALSE,232.3863636,0.79057377,1523146,0.03569582,RNA
83698,CABP8_HUMAN,CALN1,CALN1,ENSG00000183166,615,SSD,19.84,None,LECA,1857,3.64851348,0,0.27408423,0,intermittent,1,6,FALSE,41,0.66893582,0,0,NA
83699,SH3L2_HUMAN,SH3BGRL2,SH3BGRL2,ENSG00000198478,435,Ohnolog,24.29,None,Chordata,5096,2.93742706,1.00E-07,0.34043398,0,intermittent,4,6,FALSE,1002.5,0.75782162,12218,0.30655035,NA
83700,JAM3_HUMAN,JAM3,JAM3,ENSG00000166086,615,Ohnolog,47.11,None,Chordata,326,3.08307863,1.27E-05,0.32435112,0.13888889,intermittent,9,6,FALSE,194.2222222,0.73961517,121996,0.11694495,NA
83706,URP2_HUMAN,FERMT3,FERMT3,ENSG00000149781,796,Ohnolog,55.83,None,Chordata,1020,2.77321478,3.33E-05,0.36059234,0.06477733,intermittent,39,5,FALSE,211.2820513,0.77834815,416028,0.04328731,NA
83707,TRPT1_HUMAN,TRPT1,TRPT1,ENSG00000149743,796,Singleton,67.87,None,Singleton,0,2.98038344,1.19E-06,0.3355273,0,intermittent,5,6,FALSE,549.6,0.75245207,24336,0.2087519,DNA
83714,NRIP2_HUMAN,NRIP2,NRIP2,ENSG00000053702,435,SSD,71.76,None,LECA,581,3.26846346,7.20E-07,0.30595416,0,intermittent,6,6,FALSE,89.66666667,0.71644207,8128,0.17592593,NA
83715,ESPN_HUMAN,ESPN,ESPN,ENSG00000187017,435,SSD,46.09,Both,Bilateria,6814,3.06835232,0,0.32590781,1,intermittent,2,5,FALSE,889,0.74145596,0,0.50626424,NA
83716,CRLD2_HUMAN,CRISPLD2,CRISPLD2,ENSG00000103196,615,Ohnolog,63.89,None,LECA,1696,3.19455404,0,0.31303274,0,intermittent,2,6,FALSE,355.5,0.72568074,168,0.52286136,NA
83719,YPEL3_HUMAN,YPEL3,YPEL3,ENSG00000090238,435,Ohnolog,29.12,None,LECA,1445,2.91097527,1.26E-05,0.34352748,0.14545455,intermittent,11,6,FALSE,362.7272727,0.76112809,123462,0.10956909,NA
83729,INHBE_HUMAN,INHBE,INHBE,ENSG00000139269,158,SSD,1,None,Bilateria,1646,2.78155043,3.30E-05,0.35951173,0.0952381,intermittent,15,6,FALSE,404.7333333,0.7773062,319398,0.08228192,NA
83732,RIOK1_HUMAN,RIOK1,RIOK1,ENSG00000124784,796,SSD,55.49,None,LECA,645,2.31653237,0.000739,0.4316797,0.09382067,intermittent,466,5,FALSE,222.5987125,0.83543345,17470712,0.01851369,RNA
83733,GHC2_HUMAN,SLC25A18,SLC25A18,ENSG00000182902,351,Ohnolog,75.08,None,LECA,53,3.03100861,1.90E-07,0.32992318,0,intermittent,4,6,FALSE,520.5,0.74612392,5326,0.26118653,RNA
83734,ATG10_HUMAN,ATG10,ATG10,ENSG00000152348,413,Singleton,45.45,None,Singleton,0,3.00966935,1.73E-06,0.33226241,0.32026144,intermittent,18,6,FALSE,192.4444444,0.74879133,27112,0.10854171,NA
83737,ITCH_HUMAN,ITCH,ITCH,ENSG00000078747,413,Ohnolog,7.04,None,LECA,20,2.45168102,0.000515,0.4078834,0.06368739,intermittent,193,5,FALSE,184.2487047,0.81853987,7547560,0.0185564,Multi
83740,H2AB2_HUMAN,H2AB3,H2AB3,ENSG00000277745,105,SSD,NA,None,LECA,1727,4.6124479,0,0.21680462,0,redundant,1,7,FALSE,5,0.54844401,0,0,NA
83741,AP2D_HUMAN,TFAP2D,TFAP2D,ENSG00000008197,796,Ohnolog,7.15,None,Vertebrata,176,3.52492359,0,0.28369409,0,redundant,1,6,FALSE,146,0.68438455,0,0,NA
83742,MALD1_HUMAN,MARVELD1,MARVELD1,ENSG00000155254,435,SSD,36.12,None,Bilateria,1521,3.21333704,0,0.31120296,0,redundant,1,6,FALSE,693,0.72333287,0,0,NA
83743,GRWD1_HUMAN,GRWD1,GRWD1,ENSG00000105447,796,SSD,43.98,None,LECA,536,2.54781884,2.34E-05,0.39249258,0.22867063,intermittent,64,5,FALSE,530.984375,0.80652265,1074558,0.0625921,RNA
83744,ZN484_HUMAN,ZNF484,ZNF484,ENSG00000127081,105,SSD,84.97,None,LECA,89,2.98655182,5.90E-07,0.3348343,0,intermittent,3,6,FALSE,858,0.75168102,17802,0.34197925,NA
83746,LMBL2_HUMAN,L3MBTL2,L3MBTL2,ENSG00000100395,615,SSD,45.44,None,Bilateria,230,2.66557377,8.03E-05,0.37515375,0.15830212,intermittent,90,5,FALSE,246.7,0.79180328,1525502,0.03745781,DNA
83752,LONP2_HUMAN,LONP2,LONP2,ENSG00000102910,615,SSD,32.76,None,Bilateria,2226,2.67763268,5.89E-05,0.37346422,0.07142857,intermittent,28,6,FALSE,385.25,0.79029592,532362,0.05890098,NA
83755,KR412_HUMAN,KRTAP4-12,KRTAP4-12,ENSG00000213416,73,SSD,NA,None,Euteleostomi,10283,2.8586274,0.000153,0.34981824,0.07923269,intermittent,110,5,FALSE,66.81818182,0.76767158,2409734,0.0194938,DNA
