Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID,node_type,virus_class,pet_vip,Introgressed_Status,POP
ENSG00000197479,PCDHB11,105,SSD,90.03,442,Unknown,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000197483,ZNF628,435,SSD,82.55,762,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197497,ZNF665,29,SSD,99.36,546,None,LECA,703,redundant,4,Not,HSS,HSS
ENSG00000197498,RPF2,796,Singleton,13.21,2200,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000197530,MIB2,796,SSD,66.21,5826,Unknown,LECA,2095,redundant,4,VIP,HSS,HSS
ENSG00000197535,MYO5A,615,Ohnolog,15.8,3038,Recessive,LECA,136,redundant,4,VIP,HSS,HSS
ENSG00000197540,GZMM,413,SSD,87.85,1454,Unknown,LECA,2286,redundant,4,VIP,HSS,HSS
ENSG00000197548,ATG7,796,SSD,16.17,3222,Unknown,LECA,416,redundant,3,Not,HSS,HSS
ENSG00000197555,SIPA1L1,615,Ohnolog,27.41,1100,Unknown,LECA,1121,redundant,4,VIP,HSS,HSS
ENSG00000197557,TTC30A,796,SSD,27.64,296,None,Catarrhini,13122,redundant,4,Not,HSS,HSS
ENSG00000197558,SSPO,105,SSD,NA,0,Unknown,LECA,599,redundant,1,Not,HSS,HSS
ENSG00000197561,ELANE,351,SSD,34.42,2840,Dominant,LECA,6219,redundant,4,VIP,HSS,HSS
ENSG00000197562,RAB40C,435,Ohnolog,48.12,1188,None,LECA,471,redundant,4,Not,HSS,HSS
ENSG00000197563,PIGN,796,Singleton,42.61,830,Recessive,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000197565,COL4A6,796,Ohnolog,45.78,1252,Recessive,LECA,535,redundant,1,Not,HSS,HSS
ENSG00000197566,ZNF624,105,SSD,75.11,344,None,LECA,89,redundant,2,Not,HSS,HSS
ENSG00000197568,HHLA3,9,Singleton,96.96,118,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197579,TOPORS,413,Singleton,18.11,1066,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000197584,KCNMB2,615,SSD,10.83,82,Unknown,Vertebrata,5645,redundant,4,Not,HSS,HSS
ENSG00000197586,ENTPD6,796,Ohnolog,74.06,756,Unknown,LECA,586,redundant,4,Not,HSS,HSS
ENSG00000197587,DMBX1,615,SSD,35.61,1194,Unknown,LECA,52,redundant,4,Not,HSS,HSS
ENSG00000197594,ENPP1,413,Ohnolog,20.17,0,Both,Opisthokonta,10,intermittent,2,VIP,HSS,HSS
ENSG00000197601,FAR1,796,Ohnolog,10.33,952,Recessive,LECA,734,redundant,4,VIP,HSS,HSS
ENSG00000197603,CPLANE1,105,Singleton,NA,326,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000197614,MFAP5,615,SSD,55.55,678,Dominant,Gnathostomata,3764,redundant,4,Not,HSS,HSS
ENSG00000197616,MYH6,96,Ohnolog,7.06,3776,Dominant,LECA,136,redundant,4,Not,HSS,HSS
ENSG00000197620,CXorf40A,435,SSD,NA,140,Unknown,Homo sapiens,13200,redundant,4,Not,HSS,HSS
ENSG00000197622,CDC42SE1,435,SSD,13.03,376,None,Vertebrata,8148,redundant,4,Not,HSS,HSS
ENSG00000197629,MPEG1,435,Singleton,67.82,1336,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000197632,SERPINB2,105,Ohnolog,69.52,1650,Unknown,LECA,339,intermittent,3,Not,HSS,HSS
ENSG00000197635,DPP4,615,SSD,8.9,2308,Unknown,LECA,1043,intermittent,4,VIP,HSS,HSS
ENSG00000197641,SERPINB13,105,SSD,84.75,534,Unknown,LECA,339,redundant,4,Not,HSS,HSS
ENSG00000197646,PDCD1LG2,413,SSD,84.52,1220,Unknown,LECA,3430,redundant,4,Not,HSS,HSS
ENSG00000197647,ZNF433,615,SSD,96.24,308,None,LECA,2582,redundant,4,Not,HSS,HSS
ENSG00000197651,CCER1,105,Singleton,84.57,236,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000197653,DNAH10,796,SSD,72.27,1334,Unknown,LECA,146,redundant,3,Not,HSS,HSS
ENSG00000197658,SLC22A24,96,SSD,96.47,402,Unknown,LECA,49,redundant,4,Not,HSS,HSS
ENSG00000197683,KRTAP26-1,105,SSD,NA,488,None,Mammalia,11802,intermittent,4,VIP,HSS,HSS
ENSG00000197694,SPTAN1,796,SSD,8.65,2330,Dominant,LECA,595,redundant,1,VIP,HSS,HSS
ENSG00000197696,NMB,435,SSD,74.96,654,Unknown,Euteleostomi,5469,intermittent,4,VIP,Strict,EUR
ENSG00000197702,PARVA,796,Ohnolog,20.53,1646,Unknown,Vertebrata,6148,critical,1,Not,HSS,HSS
ENSG00000197705,KLHL14,615,Ohnolog,17.04,370,Unknown,LECA,24,intermittent,1,Not,HSS,HSS
ENSG00000197712,FAM114A1,615,Ohnolog,61.81,374,None,Gnathostomata,605,redundant,4,Not,Intermediate,HSS
ENSG00000197713,RPE,796,SSD,7.49,1630,Unknown,LECA,13355,intermittent,3,Not,HSS,HSS
ENSG00000197714,ZNF460,73,SSD,94.23,362,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197724,PHF2,311,Ohnolog,54.82,1026,Unknown,LECA,116,intermittent,3,Not,HSS,HSS
ENSG00000197728,RPS26,796,Singleton,45.57,2144,Dominant,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000197734,C14orf178,29,SSD,NA,48,None,Gnathostomata,1016,redundant,4,Not,HSS,HSS
ENSG00000197745,SCGB1D4,43,SSD,99.22,552,Unknown,Simiiformes,4471,redundant,4,Not,HSS,HSS
ENSG00000197746,PSAP,351,Ohnolog,69.54,1420,Recessive,Bilateria,9810,intermittent,4,Not,HSS,HSS
ENSG00000197747,S100A10,311,SSD,17.42,1414,Unknown,LECA,6689,redundant,3,VIP,HSS,HSS
ENSG00000197748,CFAP43,413,Singleton,67.84,170,Recessive,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000197753,LHFPL5,796,Ohnolog,30.68,754,Recessive,Bilateria,6936,redundant,2,Not,HSS,HSS
ENSG00000197756,RPL37A,615,Singleton,30.69,2296,Unknown,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000197757,HOXC6,435,Ohnolog,1.86,950,Unknown,LECA,64,intermittent,4,VIP,HSS,HSS
ENSG00000197766,CFD,435,SSD,76.28,1196,Recessive,LECA,629,redundant,2,Not,HSS,HSS
ENSG00000197768,STPG3,43,Singleton,NA,30,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197769,MAP1LC3C,615,SSD,74.2,1166,None,LECA,425,intermittent,4,Not,Intermediate,HSS
ENSG00000197771,MCMBP,796,Singleton,29.89,812,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197774,EME2,435,Ohnolog,89.45,394,Unknown,LECA,7767,redundant,1,Not,HSS,HSS
ENSG00000197776,KLHDC1,435,SSD,18.97,1056,Unknown,LECA,444,redundant,4,Not,HSS,HSS
ENSG00000197779,ZNF81,105,SSD,71.33,492,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197780,TAF13,796,SSD,18.12,918,Recessive,LECA,13018,intermittent,4,VIP,HSS,HSS
ENSG00000197782,ZNF780A,73,SSD,93.2,412,None,LECA,89,redundant,3,Not,HSS,HSS
ENSG00000197785,ATAD3A,796,SSD,65.43,1388,Both,LECA,8241,intermittent,4,VIP,HSS,HSS
ENSG00000197798,FAM118B,615,SSD,26.25,164,Unknown,Vertebrata,1881,redundant,2,Not,HSS,HSS
ENSG00000197808,ZNF461,105,SSD,77.24,434,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197816,CCDC180,311,SSD,81.61,298,None,Vertebrata,5988,redundant,4,Not,HSS,HSS
ENSG00000197818,SLC9A8,796,SSD,26.55,1274,Unknown,LECA,780,redundant,4,Not,Strict,ASN
ENSG00000197826,CFAP299,796,Singleton,NA,376,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197837,HIST4H4,0,SSD,15.73,4114,Unknown,LECA,8081,redundant,4,Not,HSS,HSS
ENSG00000197838,CYP2A13,105,SSD,67.35,866,Unknown,LECA,1005,intermittent,4,Not,HSS,HSS
ENSG00000197841,ZNF181,105,SSD,71.31,348,Unknown,LECA,703,redundant,4,Not,HSS,HSS
ENSG00000197852,INKA2,435,SSD,NA,212,None,Gnathostomata,12308,redundant,4,Not,HSS,HSS
ENSG00000197857,ZNF44,615,SSD,94.55,1276,Unknown,LECA,2582,redundant,4,Not,HSS,HSS
ENSG00000197858,GPAA1,796,Singleton,40.98,522,Recessive,Singleton,0,redundant,1,VIP,HSS,HSS
ENSG00000197859,ADAMTSL2,435,SSD,62.46,388,Recessive,LECA,537,intermittent,4,Not,HSS,HSS
ENSG00000197860,SGTB,615,Ohnolog,17.81,2064,None,LECA,70,redundant,4,Not,HSS,HSS
ENSG00000197863,ZNF790,105,SSD,90.84,356,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197870,PRB3,0,SSD,98.24,156,Unknown,Simiiformes,3121,intermittent,4,Not,HSS,HSS
ENSG00000197872,FAM49A,615,Ohnolog,23.84,454,None,Bilateria,7643,redundant,2,Not,HSS,HSS
ENSG00000197879,MYO1C,615,Ohnolog,15.67,0,Unknown,LECA,136,redundant,1,VIP,HSS,HSS
ENSG00000197885,NKIRAS1,435,Ohnolog,50.73,550,None,LECA,114,redundant,1,Not,HSS,HSS
ENSG00000197889,MEIG1,615,Singleton,19.5,352,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197891,SLC22A12,158,SSD,81.91,662,Recessive,LECA,49,redundant,1,Not,HSS,HSS
ENSG00000197892,KIF13B,105,Ohnolog,67.78,1668,Unknown,LECA,592,redundant,4,Not,HSS,HSS
ENSG00000197893,NRAP,435,Ohnolog,31.32,698,Unknown,LECA,21,intermittent,4,Not,HSS,HSS
ENSG00000197894,ADH5,351,SSD,35.21,1496,Unknown,LECA,2738,intermittent,1,Not,HSS,HSS
ENSG00000197901,SLC22A6,158,Ohnolog,60.72,1092,Unknown,LECA,49,redundant,4,Not,HSS,HSS
ENSG00000197903,HIST1H2BK,105,SSD,51.44,2280,Unknown,LECA,2099,intermittent,4,VIP,HSS,HSS
ENSG00000197905,TEAD4,796,Ohnolog,39.4,1668,Unknown,Chordata,163,redundant,4,Not,HSS,HSS
ENSG00000197912,SPG7,796,SSD,61.82,2934,Both,LECA,5808,redundant,4,Not,HSS,HSS
ENSG00000197915,HRNR,0,SSD,99.8,928,Unknown,LECA,6688,intermittent,4,VIP,HSS,HSS
ENSG00000197919,IFNA1,311,SSD,85.82,1604,Unknown,Amniota,4027,intermittent,4,Not,Intermediate,HSS
ENSG00000197921,HES5,311,SSD,13.13,1510,Unknown,Opisthokonta,890,redundant,4,Not,HSS,HSS
ENSG00000197928,ZNF677,105,SSD,88.65,426,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197930,ERO1A,796,Ohnolog,NA,1174,Unknown,LECA,1417,critical,4,Not,HSS,HSS
ENSG00000197933,ZNF823,615,SSD,95.35,350,None,LECA,2582,critical,4,Not,HSS,HSS
ENSG00000197935,ZNF311,105,SSD,86.73,400,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197943,PLCG2,311,Ohnolog,25.64,1904,Dominant,LECA,2044,redundant,4,VIP,HSS,HSS
ENSG00000197948,FCHSD1,435,Ohnolog,33.77,776,Unknown,Bilateria,5920,redundant,4,Not,HSS,HSS
ENSG00000197951,ZNF71,105,SSD,98.15,516,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197956,S100A6,311,SSD,59.52,1252,Unknown,LECA,6689,redundant,4,VIP,HSS,HSS
ENSG00000197958,RPL12,796,SSD,25.13,2772,Unknown,Opisthokonta,10797,critical,3,VIP,HSS,HSS
ENSG00000197959,DNM3,435,Ohnolog,11.42,3888,Unknown,LECA,1227,redundant,4,Not,HSS,HSS
ENSG00000197961,ZNF121,73,SSD,96.68,378,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000197965,MPZL1,435,SSD,71.89,742,Unknown,Vertebrata,7328,redundant,4,VIP,HSS,HSS
ENSG00000197969,VPS13A,413,Ohnolog,33.87,1270,Recessive,LECA,531,redundant,4,Not,HSS,HSS
ENSG00000197971,MBP,435,Singleton,7.33,3086,Unknown,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000197976,AKAP17A,796,Singleton,88.87,1026,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197977,ELOVL2,435,SSD,47.48,1386,Unknown,LECA,269,redundant,4,Not,HSS,HSS
ENSG00000197978,GOLGA6L9,0,SSD,92.89,194,None,Catarrhini,10781,redundant,4,Not,HSS,HSS
ENSG00000197980,LEKR1,311,Singleton,50.98,1630,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000197982,C1orf122,105,Singleton,NA,150,None,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000197993,KEL,158,Ohnolog,73.94,652,None,Bilateria,2157,redundant,4,Not,HSS,HSS
ENSG00000198000,NOL8,351,Singleton,72.29,922,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000198001,IRAK4,615,Ohnolog,45.48,2664,Unknown,LECA,1550,redundant,4,Not,HSS,HSS
ENSG00000198003,CCDC151,351,SSD,83.91,216,Recessive,Bilateria,2533,redundant,4,Not,HSS,HSS
ENSG00000198010,DLGAP2,413,SSD,58.64,2254,Unknown,Bilateria,1258,redundant,4,Not,HSS,HSS
ENSG00000198015,MRPL42,435,Singleton,36.74,1204,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000198018,ENTPD7,615,Ohnolog,35.63,324,Unknown,LECA,586,redundant,4,Not,HSS,HSS
ENSG00000198021,SPANXA1,0,SSD,98.4,398,Unknown,Homo sapiens,13052,redundant,4,Not,HSS,HSS
ENSG00000198026,ZNF335,311,SSD,56.93,654,Recessive,LECA,335,redundant,4,Not,HSS,HSS
ENSG00000198034,RPS4X,796,SSD,37.79,2910,Unknown,LECA,4912,redundant,3,VIP,HSS,HSS
ENSG00000198039,AC092161,29,SSD,NA,400,Unknown,LECA,3892,redundant,4,Not,HSS,HSS
ENSG00000198042,MAK16,796,Singleton,19.39,1992,None,Singleton,0,critical,4,Not,HSS,HSS
ENSG00000198046,ZNF667,105,SSD,83.79,348,Unknown,LECA,1336,redundant,4,Not,HSS,HSS
ENSG00000198049,AVPR1B,615,SSD,54.73,796,Unknown,Bilateria,618,redundant,4,Not,HSS,HSS
ENSG00000198053,SIRPA,105,SSD,54.05,1218,Unknown,Amniota,1496,redundant,2,Not,HSS,HSS
ENSG00000198055,GRK6,413,Ohnolog,22.91,1292,Unknown,LECA,1799,redundant,4,Not,HSS,HSS
ENSG00000198056,PRIM1,796,SSD,17.91,2330,Unknown,LECA,13444,redundant,4,Not,HSS,HSS
ENSG00000198060,Mar-05,796,Singleton,7.01,642,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198062,POTEH,29,SSD,94.24,1890,Unknown,Chordata,880,redundant,4,Not,HSS,HSS
ENSG00000198064,NPIPB13,0,SSD,NA,0,None,Homininae,9871,redundant,4,Not,HSS,HSS
ENSG00000198074,AKR1B10,105,SSD,77.15,1364,Unknown,LECA,579,redundant,1,Not,HSS,HSS
ENSG00000198075,SULT1C4,615,SSD,77.97,514,Unknown,LECA,1458,intermittent,4,Not,HSS,HSS
ENSG00000198077,CYP2A7,105,SSD,90.29,854,Unknown,LECA,1005,redundant,4,Not,HSS,HSS
ENSG00000198081,ZBTB14,615,SSD,28.98,826,Unknown,LECA,617,critical,3,Not,HSS,HSS
ENSG00000198083,KRTAP9-9,96,SSD,NA,456,None,Euteleostomi,10283,intermittent,1,Not,HSS,HSS
ENSG00000198087,CD2AP,435,Ohnolog,24.58,1384,Unknown,LECA,7075,redundant,3,Not,HSS,HSS
ENSG00000198088,NUP62CL,96,SSD,80.41,572,None,Opisthokonta,13453,redundant,4,Not,HSS,HSS
ENSG00000198089,SFI1,435,SSD,80.95,1040,Unknown,LECA,8749,intermittent,4,Not,HSS,HSS
ENSG00000198093,ZNF649,96,SSD,86.76,414,Unknown,LECA,404,redundant,4,Not,HSS,HSS
ENSG00000198099,ADH4,311,SSD,80.46,1222,Unknown,LECA,2738,redundant,4,Not,HSS,HSS
ENSG00000198104,OR2T6,176,SSD,83.72,124,None,Euteleostomi,4441,redundant,4,Not,HSS,HSS
ENSG00000198105,ZNF248,105,SSD,66.03,586,None,LECA,325,redundant,4,Not,HSS,HSS
ENSG00000198108,CHSY3,796,Ohnolog,55.12,460,Unknown,LECA,414,redundant,4,Not,HSS,HSS
ENSG00000198113,TOR4A,615,Ohnolog,75.96,332,None,Vertebrata,5816,redundant,4,VIP,HSS,HSS
ENSG00000198121,LPAR1,615,Ohnolog,11.39,1820,Unknown,Chordata,724,redundant,4,VIP,HSS,HSS
ENSG00000198125,MB,435,SSD,40.41,2054,Unknown,LECA,1412,intermittent,1,Not,HSS,HSS
ENSG00000198130,HIBCH,796,SSD,51.74,1540,Recessive,LECA,1651,redundant,4,Not,HSS,HSS
ENSG00000198131,ZNF544,43,SSD,95.13,482,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000198142,SOWAHC,435,SSD,81.47,172,None,Vertebrata,12428,redundant,2,Not,HSS,HSS
ENSG00000198146,ZNF770,311,SSD,44.68,348,None,LECA,1339,redundant,4,Not,HSS,HSS
ENSG00000198157,HMGN5,105,Singleton,82.15,646,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198160,MIER1,615,Ohnolog,25.82,884,Unknown,Bilateria,633,redundant,3,Not,HSS,HSS
ENSG00000198162,MAN1A2,615,Ohnolog,26.87,916,Unknown,LECA,1467,redundant,4,Not,HSS,HSS
ENSG00000198168,SVIP,158,Singleton,58.51,452,None,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000198169,ZNF251,96,SSD,89.69,340,None,LECA,89,redundant,1,VIP,HSS,HSS
ENSG00000198171,DDRGK1,796,Singleton,59.7,372,Recessive,Singleton,0,redundant,2,Not,Intermediate,HSS
ENSG00000198176,TFDP1,615,Ohnolog,24.59,1480,Unknown,LECA,3442,critical,3,VIP,HSS,HSS
ENSG00000198178,CLEC4C,105,SSD,92.9,928,Unknown,Bilateria,1564,redundant,4,Not,HSS,HSS
ENSG00000198182,ZNF607,73,SSD,90.11,322,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000198183,BPIFA1,105,SSD,88.4,512,Unknown,Bilateria,1197,redundant,4,Not,HSS,HSS
ENSG00000198185,ZNF334,105,SSD,88.02,268,None,LECA,89,redundant,3,Not,HSS,HSS
ENSG00000198189,HSD17B11,351,SSD,61.16,726,Unknown,LECA,371,redundant,4,VIP,HSS,HSS
ENSG00000198198,SZT2,615,Singleton,34.59,256,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198203,SULT1C2,351,SSD,71.67,776,Unknown,LECA,1458,redundant,4,Not,HSS,HSS
ENSG00000198205,ZXDA,96,Ohnolog,75.51,496,Unknown,LECA,491,redundant,3,Not,HSS,HSS
ENSG00000198208,RPS6KL1,435,Ohnolog,67.04,274,None,LECA,3019,redundant,4,Not,HSS,HSS
ENSG00000198216,CACNA1E,435,Ohnolog,13.63,2188,Dominant,LECA,111,redundant,4,Not,HSS,HSS
ENSG00000198218,QRICH1,615,SSD,11.67,854,Dominant,Bilateria,130,redundant,4,Not,HSS,HSS
ENSG00000198223,CSF2RA,311,SSD,91.07,1256,Unknown,Vertebrata,100,redundant,4,Not,HSS,HSS
ENSG00000198231,DDX42,796,SSD,19.55,2398,Unknown,LECA,732,redundant,3,VIP,HSS,HSS
ENSG00000198242,RPL23A,615,Singleton,20.6,2910,Unknown,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000198246,SLC29A3,615,SSD,66.89,780,Recessive,LECA,3321,redundant,1,Not,HSS,HSS
ENSG00000198258,UBL5,796,Singleton,28.16,1458,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198265,HELZ,796,SSD,24.38,1370,Unknown,LECA,60,redundant,4,Not,HSS,HSS
ENSG00000198276,UCKL1,796,SSD,55.5,2114,Unknown,LECA,1660,redundant,2,VIP,HSS,HSS
ENSG00000198286,CARD11,311,Ohnolog,42.45,2516,Both,LECA,1796,redundant,1,Not,HSS,HSS
ENSG00000198300,PEG3,96,SSD,77.96,1458,Unknown,LECA,1339,critical,1,Not,HSS,HSS
ENSG00000198301,SDAD1,796,Singleton,33.26,2468,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198315,ZKSCAN8,105,SSD,44.08,396,Unknown,LECA,109,redundant,4,Not,HSS,HSS
ENSG00000198324,PHETA1,615,SSD,NA,308,Unknown,Chordata,2432,redundant,1,Not,HSS,HSS
ENSG00000198326,TMEM239,105,Singleton,67.52,12,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198331,HYLS1,615,Singleton,36.27,284,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198336,MYL4,176,Ohnolog,34,2766,Dominant,LECA,1640,redundant,4,Not,HSS,HSS
ENSG00000198346,ZNF813,29,SSD,95.05,314,None,LECA,9542,redundant,4,Not,HSS,HSS
ENSG00000198353,HOXC4,615,Ohnolog,10.5,976,Unknown,LECA,64,critical,2,Not,HSS,HSS
ENSG00000198354,DCAF12L2,105,SSD,79.44,192,None,Bilateria,13508,redundant,4,Not,HSS,HSS
ENSG00000198355,PIM3,615,SSD,81.16,2724,Unknown,LECA,2147,redundant,4,VIP,HSS,HSS
ENSG00000198356,ASNA1,796,Singleton,20.27,1482,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000198363,ASPH,615,SSD,46.75,1026,Recessive,LECA,4762,redundant,4,VIP,HSS,HSS
ENSG00000198369,SPRED2,615,Ohnolog,17.57,1040,Unknown,Bilateria,4543,intermittent,4,Not,Intermediate,HSS
ENSG00000198373,WWP2,435,Ohnolog,16.36,2272,Unknown,LECA,20,intermittent,4,VIP,HSS,HSS
ENSG00000198380,GFPT1,615,Ohnolog,22.36,2162,Recessive,Opisthokonta,5126,redundant,4,VIP,HSS,HSS
ENSG00000198382,UVRAG,615,Singleton,35.43,1280,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198390,KRTAP13-1,96,SSD,NA,418,Unknown,Mammalia,11802,redundant,4,Not,HSS,HSS
ENSG00000198393,ZNF26,105,SSD,80.58,484,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000198398,TMEM207,311,Singleton,76.24,222,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198399,ITSN2,73,Ohnolog,35.51,2960,Unknown,LECA,275,redundant,4,VIP,HSS,HSS
ENSG00000198400,NTRK1,435,SSD,24.74,4338,Both,LECA,386,redundant,4,Not,HSS,HSS
ENSG00000198408,OGA,796,Singleton,NA,1324,Unknown,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000198417,MT1F,435,SSD,81.77,642,Unknown,Tetrapoda,1441,redundant,4,Not,Strict,ASN
ENSG00000198420,TCAF1,105,SSD,67.28,252,Unknown,Eutheria,10094,intermittent,3,Not,HSS,HSS
ENSG00000198429,ZNF69,43,SSD,96.2,404,Unknown,LECA,325,redundant,4,Not,HSS,HSS
ENSG00000198431,TXNRD1,435,Ohnolog,40.04,4506,Unknown,Opisthokonta,1589,redundant,4,VIP,HSS,HSS
ENSG00000198435,NRARP,615,SSD,49.95,2064,None,Bilateria,1473,redundant,4,Not,HSS,HSS
ENSG00000198453,ZNF568,105,SSD,88.58,360,Unknown,LECA,89,intermittent,4,Not,HSS,HSS
ENSG00000198455,ZXDB,96,Ohnolog,76.26,462,Unknown,LECA,491,redundant,4,Not,HSS,HSS
ENSG00000198464,ZNF480,43,SSD,97.95,388,Unknown,LECA,95,redundant,4,Not,HSS,HSS
ENSG00000198466,ZNF587,15,SSD,97.31,552,None,LECA,254,redundant,4,Not,HSS,HSS
ENSG00000198467,TPM2,796,Ohnolog,12.64,2942,Dominant,LECA,6318,redundant,4,VIP,HSS,HSS
ENSG00000198471,RTP2,105,SSD,48.76,1084,Unknown,Chordata,5775,intermittent,4,Not,HSS,HSS
ENSG00000198478,SH3BGRL2,435,Ohnolog,24.29,352,Unknown,Chordata,5096,redundant,2,Not,HSS,HSS
ENSG00000198482,ZNF808,29,SSD,97.88,324,None,LECA,11393,redundant,4,Not,HSS,HSS
ENSG00000198483,ANKRD35,311,Ohnolog,47.52,1408,None,LECA,11131,redundant,4,Not,HSS,HSS
ENSG00000198492,YTHDF2,615,Ohnolog,6.36,1542,Unknown,LECA,1343,redundant,4,VIP,HSS,HSS
ENSG00000198498,TMA16,796,Singleton,48.48,298,None,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000198502,HLA-DRB5,15,SSD,NA,1424,Unknown,Euteleostomi,9382,redundant,4,Not,HSS,HSS
ENSG00000198513,ATL1,435,Ohnolog,14.74,884,Dominant,LECA,3775,redundant,4,Not,HSS,HSS
ENSG00000198515,CNGA1,435,Ohnolog,52.11,988,Unknown,LECA,603,intermittent,4,Not,HSS,HSS
ENSG00000198517,MAFK,615,Ohnolog,40.15,1120,Unknown,Bilateria,4894,redundant,3,Not,HSS,HSS
ENSG00000198520,ARMH1,413,Singleton,NA,54,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000198522,GPN1,796,SSD,10.79,1292,Unknown,LECA,3124,intermittent,4,VIP,HSS,HSS
ENSG00000198523,PLN,435,Singleton,10.26,732,Dominant,Singleton,0,critical,2,Not,HSS,HSS
ENSG00000198538,ZNF28,29,SSD,97.42,366,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000198546,ZNF511,615,Singleton,84.28,118,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198547,C20orf203,15,Singleton,NA,0,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198551,ZNF627,73,SSD,93.61,342,Unknown,LECA,254,intermittent,4,Not,HSS,HSS
ENSG00000198554,WDHD1,615,Singleton,22.07,1762,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198561,CTNND1,435,Ohnolog,5.07,2162,Dominant,LECA,627,critical,3,VIP,HSS,HSS
ENSG00000198563,DDX39B,435,SSD,13.31,3824,Unknown,LECA,732,intermittent,1,Not,HSS,HSS
ENSG00000198569,SLC34A3,796,SSD,83.07,306,Recessive,Vertebrata,5098,intermittent,4,Not,HSS,HSS
ENSG00000198570,RD3,73,SSD,59.23,682,Recessive,Gnathostomata,13552,redundant,4,Not,HSS,HSS
ENSG00000198573,SPANXC,0,SSD,93.34,310,Unknown,Homo sapiens,13052,redundant,4,Not,HSS,HSS
ENSG00000198574,SH2D1B,105,SSD,78.07,1122,Unknown,LECA,1174,redundant,2,Not,HSS,HSS
ENSG00000198576,ARC,351,Singleton,45.8,802,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000198585,NUDT16,311,SSD,79.63,840,Unknown,Amniota,9673,critical,4,Not,HSS,HSS
ENSG00000198586,TLK1,796,Ohnolog,6.27,1208,None,LECA,3320,intermittent,1,Not,HSS,HSS
ENSG00000198589,LRBA,413,Ohnolog,1.79,1030,Recessive,LECA,430,redundant,4,Not,HSS,HSS
ENSG00000198597,ZNF536,615,SSD,1.66,1476,Unknown,LECA,232,redundant,2,Not,HSS,HSS
