Gene_ID,AGE_OF_ROOT,FAMILY
ENSG00000221874,LECA,9542
ENSG00000221878,Vertebrata,143
ENSG00000221880,Euteleostomi,10283
ENSG00000221882,Vertebrata,1656
ENSG00000221886,Bilateria,130
ENSG00000221887,LECA,339
ENSG00000221888,Vertebrata,1656
ENSG00000221890,LECA,1662
ENSG00000221900,LECA,4459
ENSG00000221909,Bilateria,130
ENSG00000221910,Euteleostomi,4441
ENSG00000221914,LECA,1034
ENSG00000221923,LECA,89
ENSG00000221926,LECA,1247
ENSG00000221931,Tetrapoda,9874
ENSG00000221933,Vertebrata,1656
ENSG00000221937,Euteleostomi,4121
ENSG00000221938,Vertebrata,1656
ENSG00000221944,LECA,4555
ENSG00000221946,Euteleostomi,1518
ENSG00000221947,Chordata,8060
ENSG00000221954,Vertebrata,1656
ENSG00000221955,Opisthokonta,727
ENSG00000221957,Tetrapoda,1461
ENSG00000221963,Euteleostomi,1864
ENSG00000221968,LECA,5517
ENSG00000221970,Vertebrata,1656
ENSG00000221977,Vertebrata,1656
ENSG00000221978,LECA,1301
ENSG00000221983,LECA,2158
ENSG00000221986,Bilateria,435
ENSG00000221988,LECA,5104
ENSG00000221989,Vertebrata,1656
ENSG00000221994,LECA,89
ENSG00000221996,Euteleostomi,9503
ENSG00000222014,LECA,471
ENSG00000222018,Homo sapiens,17096
ENSG00000222028,LECA,170
ENSG00000222036,Chordata,880
ENSG00000222038,Chordata,880
ENSG00000222046,Bilateria,6984
ENSG00000222051,Chordata,13735
ENSG00000222057,Chordata,13771
ENSG00000222067,Chordata,13771
ENSG00000222068,Chordata,13729
ENSG00000222069,Chordata,13729
ENSG00000222072,Gnathostomata,12957
ENSG00000222076,Chordata,17107
ENSG00000222078,Chordata,13729
ENSG00000222087,Chordata,13735
ENSG00000222092,Chordata,13735
ENSG00000222094,Chordata,17107
ENSG00000222095,Eutheria,13798
ENSG00000222099,Chordata,13729
ENSG00000222102,Chordata,13729
ENSG00000222107,Chordata,13729
ENSG00000222111,Chordata,13729
ENSG00000222112,Chordata,13729
ENSG00000222114,Chordata,13735
ENSG00000222122,Chordata,13735
ENSG00000222126,Chordata,17107
ENSG00000222139,Chordata,13735
ENSG00000222145,Vertebrata,13734
ENSG00000222146,Chordata,13771
ENSG00000222148,Gnathostomata,12957
ENSG00000222154,Chordata,13729
ENSG00000222160,Gnathostomata,12957
ENSG00000222162,Chordata,13729
ENSG00000222164,Chordata,13729
ENSG00000222170,Chordata,13735
ENSG00000222174,Chordata,13729
ENSG00000222177,Chordata,13771
ENSG00000222179,Chordata,13729
ENSG00000222185,Eutheria,13798
ENSG00000222202,Chordata,13771
ENSG00000222206,Gnathostomata,12957
ENSG00000222210,Chordata,13729
ENSG00000222213,Chordata,13735
ENSG00000222220,Chordata,13729
ENSG00000222222,Chordata,17107
ENSG00000222224,Gnathostomata,12957
ENSG00000222225,Chordata,13735
ENSG00000222231,Chordata,17107
ENSG00000222238,Chordata,17107
ENSG00000222240,Chordata,13729
ENSG00000222249,Chordata,13735
ENSG00000222255,Chordata,13735
ENSG00000222257,Chordata,13729
ENSG00000222259,Chordata,13729
ENSG00000222266,Chordata,13735
ENSG00000222267,Chordata,13735
ENSG00000222276,Chordata,17107
ENSG00000222281,Chordata,13729
ENSG00000222282,Chordata,13735
ENSG00000222287,Chordata,13735
ENSG00000222293,Chordata,17107
ENSG00000222297,Chordata,13735
ENSG00000222300,Chordata,17107
ENSG00000222303,Chordata,13735
ENSG00000222305,Gnathostomata,12957
ENSG00000222313,Chordata,13729
ENSG00000222314,Chordata,13735
ENSG00000222320,Chordata,13735
ENSG00000222327,Chordata,13735
ENSG00000222328,Chordata,17107
ENSG00000222329,Chordata,13735
ENSG00000222335,Gnathostomata,12957
ENSG00000222337,Chordata,13729
ENSG00000222338,Chordata,13735
ENSG00000222343,Chordata,13729
ENSG00000222344,Chordata,13735
ENSG00000222345,Euteleostomi,16623
ENSG00000222351,Gnathostomata,12957
ENSG00000222352,Chordata,13729
ENSG00000222355,Chordata,17107
ENSG00000222356,Chordata,13735
ENSG00000222357,Chordata,17107
ENSG00000222359,Chordata,13735
ENSG00000222361,Chordata,13735
ENSG00000222363,Chordata,13771
ENSG00000222365,Gnathostomata,16259
ENSG00000222370,Sarcopterygii,14141
ENSG00000222371,Chordata,13729
ENSG00000222375,Chordata,13729
ENSG00000222376,Chordata,13729
ENSG00000222385,Chordata,13729
ENSG00000222386,Chordata,13729
ENSG00000222389,Chordata,17107
ENSG00000222394,Gnathostomata,12957
ENSG00000222395,Gnathostomata,12957
ENSG00000222397,Chordata,13729
ENSG00000222398,Chordata,13735
ENSG00000222399,Chordata,13735
ENSG00000222404,Chordata,13729
ENSG00000222405,Chordata,13771
ENSG00000222412,Gnathostomata,12957
ENSG00000222413,Chordata,13729
ENSG00000222414,Chordata,17107
ENSG00000222421,Gnathostomata,12957
ENSG00000222426,Chordata,17107
ENSG00000222429,Chordata,13735
ENSG00000222430,Gnathostomata,12957
ENSG00000222431,Chordata,13735
ENSG00000222432,Gnathostomata,12957
ENSG00000222436,Chordata,13729
ENSG00000222438,Chordata,13735
ENSG00000222439,Chordata,13735
ENSG00000222440,Chordata,17107
ENSG00000222445,Chordata,13729
ENSG00000222448,Chordata,13729
ENSG00000222449,Chordata,13735
ENSG00000222451,Chordata,13729
ENSG00000222452,Chordata,13729
ENSG00000222457,Chordata,13735
ENSG00000222460,Chordata,13729
ENSG00000222465,Chordata,17107
ENSG00000222467,Gnathostomata,12957
ENSG00000222472,Chordata,13729
ENSG00000222477,Chordata,17107
ENSG00000222486,Chordata,13735
ENSG00000222488,Chordata,13735
ENSG00000222489,Euteleostomi,16986
ENSG00000222490,Chordata,13735
ENSG00000222496,Chordata,13729
ENSG00000222499,Chordata,13729
ENSG00000222501,Chordata,13771
ENSG00000222503,Gnathostomata,12957
ENSG00000222506,Gnathostomata,12957
ENSG00000222509,Gnathostomata,12957
ENSG00000222511,Gnathostomata,12957
ENSG00000222514,Chordata,13729
ENSG00000222515,Chordata,13729
ENSG00000222522,Chordata,13735
ENSG00000222524,Chordata,13729
ENSG00000222529,Gnathostomata,12957
ENSG00000222533,Chordata,13735
ENSG00000222536,Chordata,17107
ENSG00000222543,Chordata,13729
ENSG00000222544,Chordata,13735
ENSG00000222558,Chordata,13735
ENSG00000222560,Chordata,13771
ENSG00000222561,Chordata,13735
ENSG00000222574,Chordata,13729
ENSG00000222579,Gnathostomata,12957
ENSG00000222581,Chordata,17107
ENSG00000222582,Chordata,17107
ENSG00000222583,Chordata,13729
ENSG00000222588,Vertebrata,16110
ENSG00000222589,Chordata,13729
ENSG00000222592,Chordata,13735
ENSG00000222594,Chordata,13729
ENSG00000222598,Chordata,17107
ENSG00000222601,Gnathostomata,12957
ENSG00000222604,Eutheria,14270
ENSG00000222607,Chordata,13735
ENSG00000222609,Chordata,13771
ENSG00000222610,Chordata,13735
ENSG00000222612,Chordata,17107
ENSG00000222613,Gnathostomata,12957
ENSG00000222614,Gnathostomata,12957
ENSG00000222616,Chordata,13729
ENSG00000222617,Chordata,13729
ENSG00000222623,Chordata,13735
ENSG00000222624,Chordata,17107
ENSG00000222626,Chordata,17107
ENSG00000222627,Chordata,17107
ENSG00000222629,Chordata,17107
ENSG00000222630,Chordata,13729
ENSG00000222635,Chordata,13735
ENSG00000222636,Chordata,13729
ENSG00000222640,Chordata,17107
ENSG00000222644,Chordata,17107
ENSG00000222649,Gnathostomata,12957
ENSG00000222650,Chordata,17107
ENSG00000222652,Chordata,13735
ENSG00000222658,Gnathostomata,12957
ENSG00000222659,Chordata,17107
ENSG00000222663,Chordata,13771
ENSG00000222664,Chordata,13729
ENSG00000222666,Chordata,13793
ENSG00000222667,Chordata,13735
ENSG00000222678,Chordata,13729
ENSG00000222679,Chordata,13735
ENSG00000222685,Chordata,13729
ENSG00000222686,Chordata,13771
ENSG00000222691,Chordata,13735
ENSG00000222693,Chordata,13729
ENSG00000222698,Gnathostomata,12957
ENSG00000222701,Gnathostomata,12957
ENSG00000222704,Chordata,13729
ENSG00000222705,Chordata,13729
ENSG00000222706,Chordata,13729
ENSG00000222713,Chordata,13729
ENSG00000222714,Chordata,13729
ENSG00000222721,Chordata,13729
ENSG00000222724,Chordata,17107
ENSG00000222726,Chordata,17107
ENSG00000222727,Chordata,13771
ENSG00000222733,Gnathostomata,12957
ENSG00000222736,Chordata,13771
ENSG00000222743,Chordata,13735
ENSG00000222744,Chordata,13729
ENSG00000222750,Chordata,13771
ENSG00000222755,Chordata,13729
ENSG00000222760,Chordata,13771
ENSG00000222761,Chordata,13735
ENSG00000222764,Chordata,13729
ENSG00000222765,Chordata,17107
ENSG00000222767,Gnathostomata,12957
ENSG00000222774,Chordata,13729
ENSG00000222777,Chordata,13735
ENSG00000222783,Chordata,13729
ENSG00000222784,Chordata,13729
ENSG00000222788,Chordata,17107
ENSG00000222790,Chordata,13771
ENSG00000222791,Chordata,13735
ENSG00000222792,Chordata,13735
ENSG00000222795,Chordata,13771
ENSG00000222796,Chordata,13735
ENSG00000222800,Chordata,17107
ENSG00000222808,Chordata,13771
ENSG00000222810,Chordata,17107
ENSG00000222821,Chordata,13771
ENSG00000222826,Chordata,13729
ENSG00000222842,Chordata,13729
ENSG00000222844,Chordata,13735
ENSG00000222845,Chordata,13729
ENSG00000222852,Gnathostomata,12957
ENSG00000222858,Chordata,13735
ENSG00000222859,Chordata,13729
ENSG00000222862,Chordata,13735
ENSG00000222869,Chordata,13735
ENSG00000222870,Chordata,13735
ENSG00000222872,Chordata,13771
ENSG00000222874,Chordata,13729
ENSG00000222880,Chordata,13729
ENSG00000222881,Gnathostomata,12957
ENSG00000222883,Gnathostomata,12957
ENSG00000222889,Chordata,13729
ENSG00000222890,Chordata,13735
ENSG00000222895,Chordata,13735
ENSG00000222898,Chordata,13729
ENSG00000222909,Chordata,13735
ENSG00000222915,Chordata,13735
ENSG00000222923,Chordata,17107
ENSG00000222924,Chordata,13735
ENSG00000222931,Chordata,13729
ENSG00000222932,Chordata,13735
ENSG00000222934,Chordata,13729
ENSG00000222937,Amniota,15743
ENSG00000222940,Chordata,13735
ENSG00000222941,Gnathostomata,12957
ENSG00000222942,Chordata,13729
ENSG00000222950,Chordata,13729
ENSG00000222960,Chordata,13735
ENSG00000222966,Sarcopterygii,16255
ENSG00000222969,Chordata,13729
ENSG00000222972,Chordata,13735
ENSG00000222973,Chordata,17107
ENSG00000222974,Chordata,13729
ENSG00000222976,Chordata,13729
ENSG00000222979,Chordata,13729
ENSG00000222982,Chordata,13729
ENSG00000222985,Chordata,17107
ENSG00000222986,Chordata,13782
ENSG00000222987,Chordata,13729
ENSG00000222990,Chordata,13771
ENSG00000222997,Gnathostomata,12957
ENSG00000222998,Chordata,13729
ENSG00000223001,Chordata,17107
ENSG00000223006,Chordata,13729
ENSG00000223007,Chordata,13729
ENSG00000223012,Chordata,13729
ENSG00000223015,Chordata,13735
ENSG00000223023,Gnathostomata,12957
ENSG00000223024,Chordata,13735
ENSG00000223026,Chordata,13729
ENSG00000223027,Amniota,15446
ENSG00000223037,Chordata,13735
ENSG00000223039,Chordata,13729
ENSG00000223040,Chordata,13729
ENSG00000223042,Chordata,13729
ENSG00000223044,Chordata,13735
ENSG00000223047,Chordata,13735
ENSG00000223056,Chordata,13729
ENSG00000223060,Gnathostomata,12957
ENSG00000223062,Chordata,13735
ENSG00000223064,Chordata,13735
ENSG00000223075,Chordata,13729
ENSG00000223078,Chordata,17107
ENSG00000223080,Gnathostomata,12957
ENSG00000223087,Chordata,13735
ENSG00000223088,Theria,17392
ENSG00000223096,Chordata,13782
ENSG00000223107,Chordata,17107
ENSG00000223117,Chordata,13729
ENSG00000223118,Chordata,13729
ENSG00000223120,Chordata,13729
ENSG00000223125,Chordata,17107
ENSG00000223126,Chordata,13729
ENSG00000223128,Chordata,13729
ENSG00000223136,Chordata,13729
ENSG00000223142,Chordata,13729
ENSG00000223145,Chordata,13729
ENSG00000223152,Chordata,13771
ENSG00000223156,Chordata,17107
ENSG00000223158,Gnathostomata,12957
ENSG00000223168,Chordata,13729
ENSG00000223174,Chordata,13729
ENSG00000223175,Chordata,13771
ENSG00000223179,Chordata,13735
ENSG00000223181,Chordata,13735
ENSG00000223188,Gnathostomata,12957
ENSG00000223189,Chordata,13735
ENSG00000223190,Chordata,13729
ENSG00000223191,Chordata,13735
ENSG00000223197,Chordata,13735
ENSG00000223198,Chordata,17107
ENSG00000223202,Chordata,13729
ENSG00000223208,Chordata,13735
ENSG00000223212,Chordata,13771
ENSG00000223215,Chordata,13735
ENSG00000223217,Chordata,13735
ENSG00000223220,Gnathostomata,12957
ENSG00000223223,Chordata,13729
ENSG00000223225,Chordata,13735
ENSG00000223229,Chordata,13729
ENSG00000223245,Chordata,13771
ENSG00000223247,Chordata,17107
ENSG00000223254,Gnathostomata,12957
ENSG00000223256,Chordata,13735
ENSG00000223258,Chordata,13735
ENSG00000223260,Chordata,13729
ENSG00000223263,Chordata,13735
ENSG00000223265,Chordata,13735
ENSG00000223269,Chordata,13729
ENSG00000223271,Gnathostomata,12957
ENSG00000223273,Chordata,13729
ENSG00000223280,Chordata,13735
ENSG00000223281,Chordata,13729
ENSG00000223282,Chordata,13729
ENSG00000223284,Chordata,13735
ENSG00000223287,Chordata,13735
ENSG00000223294,Euteleostomi,14735
ENSG00000223298,Gnathostomata,12957
ENSG00000223299,Chordata,13729
ENSG00000223300,Gnathostomata,12957
ENSG00000223302,Gnathostomata,12957
ENSG00000223305,Chordata,13729
ENSG00000223306,Chordata,13735
ENSG00000223308,Chordata,13729
ENSG00000223309,Chordata,13735
ENSG00000223313,Chordata,13735
ENSG00000223315,Chordata,13729
ENSG00000223321,Chordata,13729
ENSG00000223324,Chordata,13729
ENSG00000223327,Chordata,17107
ENSG00000223330,Chordata,13735
ENSG00000223335,Chordata,13735
ENSG00000223336,Chordata,17107
ENSG00000223341,Chordata,13729
ENSG00000223350,Gnathostomata,4763
ENSG00000223417,LECA,1247
ENSG00000223443,LECA,438
ENSG00000223496,Opisthokonta,1143
ENSG00000223510,Hominoidea,16861
ENSG00000223547,LECA,2582
ENSG00000223569,LECA,438
ENSG00000223572,Chordata,2429
ENSG00000223591,Eutheria,9365
ENSG00000223601,Catarrhini,17470
ENSG00000223609,LECA,1412
ENSG00000223614,LECA,89
ENSG00000223638,LECA,3430
ENSG00000223648,Gnathostomata,4783
ENSG00000223658,Bilateria,2683
ENSG00000223802,Bilateria,1646
ENSG00000223865,Euteleostomi,9382
ENSG00000223953,LECA,1299
ENSG00000223966,Homo sapiens,17479
ENSG00000224041,Gnathostomata,4763
ENSG00000224051,LECA,2648
ENSG00000224089,Simiiformes,17482
ENSG00000224107,Simiiformes,17483
ENSG00000224109,Eutheria,9365
ENSG00000224373,Gnathostomata,4783
ENSG00000224389,Bilateria,2732
ENSG00000224440,Homo sapiens,17487
ENSG00000224470,Vertebrata,4458
ENSG00000224578,LECA,952
ENSG00000224586,LECA,3663
ENSG00000224650,Gnathostomata,4783
ENSG00000224659,Eutheria,871
ENSG00000224698,Homo sapiens,17493
ENSG00000224712,Homininae,9871
ENSG00000224902,Eutheria,871
ENSG00000224916,Homo sapiens,17496
ENSG00000224922,Homo sapiens,17497
ENSG00000224960,LECA,1949
ENSG00000224982,LECA,9510
ENSG00000224989,Homo sapiens,17500
ENSG00000225091,Gnathostomata,13752
ENSG00000225110,LECA,9231
ENSG00000225190,Bilateria,2186
ENSG00000225327,LECA,438
ENSG00000225396,Hominoidea,17505
ENSG00000225523,Gnathostomata,4763
ENSG00000225528,Eutheria,17507
ENSG00000225556,LECA,249
ENSG00000225663,Bilateria,4708
ENSG00000225697,LECA,1587
ENSG00000225698,Gnathostomata,4783
ENSG00000225781,Tetrapoda,9874
ENSG00000225805,Eutheria,1479
ENSG00000225828,Theria,15052
ENSG00000225830,LECA,954
ENSG00000225899,Homininae,10586
ENSG00000225932,LECA,4577
ENSG00000225950,Vertebrata,5444
ENSG00000225968,LECA,1888
ENSG00000225997,Vertebrata,1656
ENSG00000226023,Simiiformes,17482
ENSG00000226124,Vertebrata,8278
ENSG00000226288,Euteleostomi,9503
ENSG00000226321,LECA,642
ENSG00000226362,Homo sapiens,17500
ENSG00000226372,Bilateria,5276
ENSG00000226430,LECA,438
ENSG00000226479,Bilateria,5568
ENSG00000226600,Simiiformes,17482
ENSG00000226650,LECA,592
ENSG00000226660,Euteleostomi,15312
ENSG00000226685,Simiiformes,17482
ENSG00000226725,Homo sapiens,17533
ENSG00000226742,Bilateria,17534
ENSG00000226761,Euteleostomi,4121
ENSG00000226784,LECA,9004
ENSG00000226807,Bilateria,2052
ENSG00000226887,Gnathostomata,16749
ENSG00000226906,Homo sapiens,17539
ENSG00000226929,Simiiformes,17482
ENSG00000226941,LECA,952
ENSG00000226979,Chordata,2167
ENSG00000227059,LECA,1932
ENSG00000227124,LECA,89
ENSG00000227140,LECA,438
ENSG00000227151,Simiiformes,15262
ENSG00000227191,Amniota,16334
ENSG00000227234,Homo sapiens,13052
ENSG00000227439,Homo sapiens,17549
ENSG00000227471,LECA,579
ENSG00000227488,Eutheria,871
ENSG00000227500,LECA,1373
ENSG00000227507,Chordata,2167
ENSG00000227551,LECA,438
ENSG00000227729,Gnathostomata,13552
ENSG00000228049,LECA,65
ENSG00000228075,Chordata,450
ENSG00000228083,Amniota,4027
ENSG00000228120,Homo sapiens,17559
ENSG00000228144,LECA,5616
ENSG00000228198,Euteleostomi,4441
ENSG00000228240,Homo sapiens,17549
ENSG00000228278,Catarrhini,17563
ENSG00000228296,Homo sapiens,17539
ENSG00000228325,Gnathostomata,4763
ENSG00000228336,Euteleostomi,7199
ENSG00000228517,Simiiformes,17482
ENSG00000228567,Gnathostomata,11282
ENSG00000228570,Eutheria,5060
ENSG00000228607,Chordata,279
ENSG00000228696,LECA,35
ENSG00000228716,Opisthokonta,11105
ENSG00000228727,Bilateria,12424
ENSG00000228836,Bilateria,2209
ENSG00000228856,LECA,438
ENSG00000228927,LECA,3930
ENSG00000229183,Opisthokonta,1700
ENSG00000229292,LECA,3430
ENSG00000229301,Homo sapiens,17579
ENSG00000229314,Catarrhini,17563
ENSG00000229453,Euteleostomi,4756
ENSG00000229474,LECA,9422
ENSG00000229544,LECA,2991
ENSG00000229549,LECA,3930
ENSG00000229571,Vertebrata,3714
ENSG00000229579,LECA,438
ENSG00000229665,Simiiformes,15262
ENSG00000229674,LECA,1727
ENSG00000229676,LECA,89
ENSG00000229686,Eutheria,13938
ENSG00000229769,Euteleostomi,15312
ENSG00000229776,Homo sapiens,17592
ENSG00000229809,LECA,703
ENSG00000229859,Opisthokonta,1700
ENSG00000229894,LECA,1654
ENSG00000229924,Homininae,10381
ENSG00000229937,LECA,2115
ENSG00000229972,LECA,10652
ENSG00000230031,Chordata,880
ENSG00000230099,Euteleostomi,15312
ENSG00000230178,Vertebrata,1656
ENSG00000230268,LECA,8242
ENSG00000230301,Euteleostomi,7199
ENSG00000230347,Simiiformes,17482
ENSG00000230358,Simiiformes,5733
ENSG00000230430,LECA,438
ENSG00000230453,Bilateria,2816
ENSG00000230510,Euteleostomi,17608
ENSG00000230522,LECA,953
ENSG00000230549,LECA,438
ENSG00000230594,Simiiformes,17482
ENSG00000230626,LECA,765
ENSG00000230657,Simiiformes,3121
ENSG00000230667,LECA,3930
ENSG00000230778,LECA,1128
ENSG00000230797,LECA,1951
ENSG00000230873,Chordata,309
ENSG00000230989,Bilateria,17534
ENSG00000231051,LECA,438
ENSG00000231141,Homo sapiens,17620
ENSG00000231192,Euteleostomi,7199
ENSG00000231213,LECA,3481
ENSG00000231274,LECA,12777
ENSG00000231292,Gnathostomata,4763
ENSG00000231389,Euteleostomi,9382
ENSG00000231396,LECA,438
ENSG00000231475,Gnathostomata,4783
ENSG00000231587,Eutheria,13808
ENSG00000231637,LECA,438
ENSG00000231738,Bilateria,1
ENSG00000231767,LECA,2158
ENSG00000231824,Chordata,3882
ENSG00000231861,Euteleostomi,7199
ENSG00000231887,Simiiformes,3121
ENSG00000231924,Vertebrata,143
ENSG00000231925,Gnathostomata,6170
ENSG00000231963,Homo sapiens,17533
ENSG00000231989,Bilateria,2142
ENSG00000232030,LECA,502
ENSG00000232040,Bilateria,130
ENSG00000232086,Homo sapiens,17479
ENSG00000232112,Eutheria,17507
ENSG00000232119,Eutheria,2114
ENSG00000232125,LECA,595
ENSG00000232196,Catarrhini,17645
ENSG00000232216,Gnathostomata,4783
ENSG00000232237,Bilateria,6196
ENSG00000232258,Gnathostomata,15133
ENSG00000232263,Mammalia,11802
ENSG00000232264,LECA,438
ENSG00000232268,Euteleostomi,9503
ENSG00000232382,Euteleostomi,7199
ENSG00000232399,LECA,438
ENSG00000232423,Vertebrata,3714
ENSG00000232535,Euteleostomi,7199
ENSG00000232629,Euteleostomi,9382
ENSG00000232653,LECA,6328
ENSG00000232810,Chordata,2167
ENSG00000232817,Homo sapiens,17579
ENSG00000232859,LECA,17660
ENSG00000232869,Euteleostomi,15312
ENSG00000232948,Eutheria,10354
ENSG00000233024,Homininae,9871
ENSG00000233050,Eutheria,10354
ENSG00000233087,LECA,471
ENSG00000233136,LECA,438
ENSG00000233198,Bilateria,621
ENSG00000233232,Homininae,9871
ENSG00000233276,LECA,3663
ENSG00000233306,Amniota,16334
ENSG00000233412,Euteleostomi,7199
ENSG00000233436,LECA,24
ENSG00000233608,Bilateria,3356
ENSG00000233627,Homo sapiens,17592
ENSG00000233670,Gnathostomata,9304
ENSG00000233701,Euarchontoglires,12166
ENSG00000233732,Gnathostomata,4783
ENSG00000233757,LECA,89
ENSG00000233802,LECA,1247
ENSG00000233803,LECA,3930
ENSG00000233816,Amniota,4027
ENSG00000233822,LECA,2099
ENSG00000233917,Chordata,880
ENSG00000233932,Gnathostomata,11316
ENSG00000233954,Homininae,10694
ENSG00000233999,Gnathostomata,4763
ENSG00000234068,Eutheria,871
ENSG00000234127,LECA,1247
ENSG00000234224,Gnathostomata,13469
ENSG00000234278,Simiiformes,15262
ENSG00000234284,LECA,89
ENSG00000234289,LECA,2099
ENSG00000234409,Theria,9230
ENSG00000234414,LECA,952
ENSG00000234438,LECA,24
ENSG00000234444,LECA,89
ENSG00000234465,Euteleostomi,17697
ENSG00000234469,Chordata,279
ENSG00000234545,Eutheria,11379
ENSG00000234560,Euteleostomi,4441
ENSG00000234602,Gnathostomata,3274
ENSG00000234616,LECA,4555
ENSG00000234719,Homininae,9871
ENSG00000234745,Gnathostomata,229
ENSG00000234829,Amniota,4027
ENSG00000234857,LECA,2500
ENSG00000234965,Vertebrata,12699
ENSG00000235059,Homo sapiens,17708
ENSG00000235098,LECA,1128
ENSG00000235109,LECA,109
ENSG00000235118,Gnathostomata,17711
ENSG00000235194,Opisthokonta,550
ENSG00000235268,LECA,172
ENSG00000235272,Homo sapiens,9948
ENSG00000235284,Eutheria,13808
ENSG00000235376,LECA,13355
ENSG00000235412,Homo sapiens,17539
ENSG00000235608,LECA,2991
ENSG00000235631,LECA,1317
ENSG00000235699,Homo sapiens,17487
ENSG00000235711,Gnathostomata,7726
ENSG00000235718,LECA,343
ENSG00000235780,LECA,438
ENSG00000235863,LECA,7944
ENSG00000235961,LECA,9231
ENSG00000236022,Homo sapiens,17726
ENSG00000236027,Euteleostomi,5534
ENSG00000236032,Euteleostomi,7199
ENSG00000236104,LECA,8240
ENSG00000236125,LECA,438
ENSG00000236126,Simiiformes,17482
ENSG00000236279,Bilateria,883
ENSG00000236287,Bilateria,130
ENSG00000236320,Gnathostomata,7755
ENSG00000236334,LECA,1346
ENSG00000236362,Eutheria,871
ENSG00000236371,Simiiformes,17482
ENSG00000236396,Bilateria,9006
ENSG00000236398,Euteleostomi,4121
ENSG00000236424,LECA,3930
ENSG00000236444,LECA,980
ENSG00000236446,Simiiformes,17482
ENSG00000236609,LECA,109
ENSG00000236637,Amniota,4027
ENSG00000236699,Chordata,2782
ENSG00000236761,LECA,4577
ENSG00000236951,Homo sapiens,17708
ENSG00000236981,Euteleostomi,4441
ENSG00000237038,LECA,438
ENSG00000237110,Bilateria,887
ENSG00000237172,LECA,7944
ENSG00000237190,LECA,9755
ENSG00000237247,LECA,953
ENSG00000237254,Euteleostomi,15312
ENSG00000237261,Chordata,13015
ENSG00000237289,Chordata,2429
ENSG00000237330,LECA,9088
ENSG00000237353,Euteleostomi,5534
ENSG00000237388,Vertebrata,1656
ENSG00000237412,Bilateria,13572
ENSG00000237440,LECA,3892
ENSG00000237441,LECA,640
ENSG00000237515,Vertebrata,12699
ENSG00000237521,Vertebrata,1656
ENSG00000237541,Euteleostomi,9382
ENSG00000237611,Chordata,13015
ENSG00000237649,LECA,592
ENSG00000237671,Eutheria,871
ENSG00000237693,Amniota,4412
ENSG00000237700,Vertebrata,3714
ENSG00000237702,Euteleostomi,15312
ENSG00000237763,LECA,3466
ENSG00000237765,Bilateria,130
ENSG00000237957,Simiiformes,17482
ENSG00000237988,Euteleostomi,4441
ENSG00000238074,LECA,3930
ENSG00000238083,LECA,11081
ENSG00000238122,Homo sapiens,17493
ENSG00000238205,LECA,669
ENSG00000238210,Simiiformes,17483
ENSG00000238227,LECA,1821
ENSG00000238243,Euteleostomi,4441
ENSG00000238269,Eutheria,871
ENSG00000238295,Chordata,17784
ENSG00000238297,Chordata,13793
ENSG00000238300,Euteleostomi,17786
ENSG00000238302,Vertebrata,17787
ENSG00000238304,Vertebrata,17787
ENSG00000238311,Chordata,17784
ENSG00000238316,Chordata,17784
ENSG00000238317,Eutheria,17791
ENSG00000238324,Chordata,13729
ENSG00000238326,Chordata,17784
ENSG00000238357,Vertebrata,17787
ENSG00000238364,Vertebrata,17787
ENSG00000238365,Vertebrata,17787
ENSG00000238366,Gnathostomata,12957
ENSG00000238370,Vertebrata,17787
ENSG00000238371,Chordata,17784
ENSG00000238372,Chordata,17784
ENSG00000238374,Vertebrata,17787
ENSG00000238380,Vertebrata,17787
ENSG00000238382,Chordata,13735
ENSG00000238386,Vertebrata,17787
ENSG00000238387,Chordata,17784
ENSG00000238390,Eutheria,16999
ENSG00000238406,Vertebrata,17787
ENSG00000238410,Sarcopterygii,17808
ENSG00000238417,Vertebrata,17787
ENSG00000238419,Vertebrata,17787
ENSG00000238420,Chordata,13735
ENSG00000238423,Amniota,14493
ENSG00000238426,Gnathostomata,12957
ENSG00000238427,Vertebrata,17787
ENSG00000238431,Vertebrata,17787
ENSG00000238440,Chordata,17784
ENSG00000238441,Vertebrata,17787
ENSG00000238443,Gnathostomata,12957
ENSG00000238444,Chordata,13735
ENSG00000238446,Vertebrata,17787
ENSG00000238447,Vertebrata,17787
ENSG00000238452,Vertebrata,17787
ENSG00000238456,Chordata,13735
ENSG00000238457,Vertebrata,17787
ENSG00000238468,Vertebrata,17787
ENSG00000238478,Chordata,13735
ENSG00000238482,Chordata,13735
ENSG00000238485,Chordata,17784
ENSG00000238489,Chordata,13735
ENSG00000238490,Gnathostomata,12957
ENSG00000238493,Chordata,13735
ENSG00000238498,Chordata,17784
ENSG00000238500,Vertebrata,17787
ENSG00000238503,Chordata,13864
ENSG00000238509,Chordata,13735
ENSG00000238516,Gnathostomata,12957
ENSG00000238519,Chordata,13915
ENSG00000238523,Vertebrata,17787
ENSG00000238529,Chordata,13735
ENSG00000238540,Vertebrata,17787
ENSG00000238542,Vertebrata,17787
ENSG00000238551,Chordata,13735
ENSG00000238554,Chordata,12954
ENSG00000238558,Vertebrata,17787
ENSG00000238560,Gnathostomata,12957
ENSG00000238561,Chordata,16264
ENSG00000238562,Vertebrata,17787
ENSG00000238570,Chordata,17784
ENSG00000238575,Sarcopterygii,17808
ENSG00000238578,Mammalia,17850
ENSG00000238584,Vertebrata,17787
