Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
ENSG00000215269,GAGE12G,43,SSD,96.32,314,Unknown,Eutheria,871
ENSG00000215271,HOMEZ,311,SSD,28.1,368,Unknown,LECA,9080
ENSG00000215274,GAGE10,43,SSD,96.57,72,Unknown,Eutheria,871
ENSG00000215277,RNF212B,435,SSD,28.95,306,None,Gnathostomata,11286
ENSG00000215301,DDX3X,615,SSD,12.73,4578,Both,LECA,732
ENSG00000215305,VPS16,796,Singleton,28.5,1056,Unknown,Singleton,0
ENSG00000215328,HSPA1A,0,Singleton,16.87,0,None,Singleton,0
ENSG00000215343,ZNF705D,29,SSD,92.9,274,None,LECA,325
ENSG00000215356,ZNF705B,96,SSD,95.77,274,None,LECA,325
ENSG00000215372,ZNF705G,29,SSD,91.1,220,None,LECA,325
ENSG00000215375,MYL5,435,Ohnolog,77.92,2188,Unknown,LECA,2045
ENSG00000215397,SCRT2,615,SSD,62.54,1034,None,LECA,261
ENSG00000215421,ZNF407,73,SSD,53.21,510,Unknown,LECA,254
ENSG00000215425,DDX39B,0,Singleton,13.31,0,None,Singleton,0
ENSG00000215440,NPEPL1,796,SSD,56.19,1464,None,LECA,15
ENSG00000215454,KRTAP10-4,29,SSD,NA,402,None,Euteleostomi,10283
ENSG00000215455,KRTAP10-1,0,SSD,NA,458,None,Euteleostomi,10283
ENSG00000215472,RPL17-C18orf32,796,SSD,NA,1700,None,Amniota,16910
ENSG00000215474,SKOR2,615,SSD,36.57,418,Unknown,Vertebrata,5786
ENSG00000215475,SIAH3,311,SSD,49.18,652,Unknown,LECA,11687
ENSG00000215522,DDR1,0,Singleton,32.07,0,None,Singleton,0
ENSG00000215529,EFCAB8,311,SSD,87.94,428,None,LECA,83
ENSG00000215545,DEFB116,105,SSD,90.34,130,None,Eutheria,1479
ENSG00000215547,DEFB115,96,SSD,94.41,140,None,Eutheria,1479
ENSG00000215568,GAB4,43,Ohnolog,87.14,474,None,Bilateria,327
ENSG00000215595,C20orf202,105,SSD,NA,8,None,Chordata,7717
ENSG00000215612,HMX1,615,Ohnolog,66.38,1048,Recessive,LECA,1179
ENSG00000215641,TRIM27,0,Singleton,31.15,0,None,Singleton,0
ENSG00000215644,GCGR,413,Ohnolog,46.13,1194,Dominant,LECA,57
ENSG00000215695,RSC1A1,311,Singleton,76.83,780,Unknown,Singleton,0
ENSG00000215704,CELA2B,413,SSD,86.3,572,Unknown,LECA,6219
ENSG00000215712,TMEM242,796,Singleton,70.9,136,None,Singleton,0
ENSG00000215717,TMEM167B,796,SSD,15.5,188,None,LECA,10815
ENSG00000215784,FAM72D,615,SSD,44.11,364,Unknown,Homo sapiens,12818
ENSG00000215788,TNFRSF25,413,SSD,71.65,1890,Unknown,Chordata,377
ENSG00000215790,SLC35E2A,615,SSD,NA,0,None,LECA,1237
ENSG00000215817,ZC3H11B,615,SSD,NA,0,None,LECA,644
ENSG00000215845,TSTD1,435,SSD,72.07,964,Unknown,LECA,2691
ENSG00000215853,RPTN,105,SSD,89.47,474,Unknown,LECA,6688
ENSG00000215883,CYB5RL,435,SSD,62.07,616,None,LECA,768
ENSG00000215906,LACTBL1,435,SSD,46.08,224,None,Bilateria,2312
ENSG00000215910,C1orf167,29,Singleton,NA,80,None,Singleton,0
ENSG00000215912,TTC34,413,SSD,85.7,120,None,LECA,411
ENSG00000215915,ATAD3C,29,SSD,83.02,796,Unknown,LECA,8241
ENSG00000216490,IFI30,615,Singleton,84.02,1242,Unknown,Singleton,0
ENSG00000216588,IGSF23,96,Singleton,98.5,116,None,Singleton,0
ENSG00000216649,GAGE12E,0,SSD,95.25,110,Unknown,Eutheria,871
ENSG00000216921,FAM240C,96,Singleton,NA,0,None,Singleton,0
ENSG00000216937,CCDC7,43,Singleton,85.28,496,None,Singleton,0
ENSG00000217128,FNIP1,615,Ohnolog,17.03,572,Unknown,Euteleostomi,573
ENSG00000217236,SP9,615,Ohnolog,46.92,710,None,LECA,820
ENSG00000217442,SYCE3,413,Singleton,35.54,444,Unknown,Singleton,0
ENSG00000217555,CKLF,435,SSD,80.72,264,Unknown,Bilateria,1521
ENSG00000217930,PAM16,796,Singleton,46.69,752,Recessive,Singleton,0
ENSG00000218305,CDC14C,435,SSD,NA,0,None,LECA,1213
ENSG00000218336,TENM3,435,Ohnolog,3.06,1054,Recessive,LECA,200
ENSG00000218739,CEBPZOS,435,Singleton,NA,76,None,Singleton,0
ENSG00000218819,TDRD15,435,Ohnolog,74.38,1290,None,LECA,1685
ENSG00000218823,PAPOLB,105,Ohnolog,73.44,1298,Unknown,LECA,1541
ENSG00000218891,ZNF579,158,SSD,80.06,386,None,LECA,6117
ENSG00000219073,CELA3B,105,SSD,76.71,640,None,LECA,6219
ENSG00000219200,RNASEK,435,Singleton,60.59,160,Unknown,Singleton,0
ENSG00000219435,CATSPERZ,105,Singleton,NA,190,Unknown,Singleton,0
ENSG00000219438,TAFA5,615,Singleton,NA,960,Unknown,Singleton,0
ENSG00000219481,NBPF1,0,SSD,96.65,386,Unknown,LECA,6583
ENSG00000219545,UMAD1,435,Singleton,47.57,0,None,Singleton,0
ENSG00000219607,PPP1R3G,435,Ohnolog,87.25,346,None,Opisthokonta,550
ENSG00000219626,FAM228B,311,SSD,69.18,140,None,Eutheria,12470
ENSG00000220008,LINGO3,311,SSD,64.53,1074,Unknown,LECA,1333
ENSG00000220201,ZGLP1,311,SSD,85.08,1162,Unknown,Opisthokonta,2154
ENSG00000220205,VAMP2,796,Ohnolog,15.94,2664,Unknown,LECA,539
ENSG00000220550,OR10C1,0,Singleton,84,0,None,Singleton,0
ENSG00000220948,TRIM51GP,43,SSD,NA,0,None,LECA,1247
ENSG00000221813,OR6B1,435,SSD,65.87,198,None,Euteleostomi,4441
ENSG00000221818,EBF2,796,Ohnolog,3.24,1222,Unknown,Vertebrata,1488
ENSG00000221821,C6orf226,96,Singleton,NA,36,None,Singleton,0
ENSG00000221823,PPP3R1,615,SSD,2.96,3082,Unknown,LECA,1494
ENSG00000221826,PSG3,9,SSD,96.94,240,Unknown,Vertebrata,143
ENSG00000221829,FANCG,435,Singleton,50.76,1202,Unknown,Singleton,0
ENSG00000221836,OR2A5,105,SSD,64.42,74,None,Vertebrata,1656
ENSG00000221837,KRTAP10-9,73,SSD,NA,410,None,Euteleostomi,10283
ENSG00000221838,AP4M1,615,SSD,45.04,1208,Recessive,LECA,863
ENSG00000221840,OR4A5,105,SSD,88.24,310,None,Vertebrata,1656
ENSG00000221843,C2orf16,105,Singleton,NA,236,None,Singleton,0
ENSG00000221852,KRTAP1-5,158,SSD,NA,396,Unknown,Euteleostomi,10283
ENSG00000221855,TAS2R41,158,SSD,85.51,620,Unknown,Euteleostomi,4121
ENSG00000221858,OR2A12,105,SSD,83.38,92,None,Vertebrata,1656
ENSG00000221859,KRTAP10-10,73,SSD,NA,138,None,Euteleostomi,10283
ENSG00000221864,KRTAP12-2,73,SSD,NA,420,None,Euteleostomi,10283
ENSG00000221866,PLXNA4,796,Ohnolog,6.78,1282,Unknown,LECA,37
ENSG00000221867,MAGEA3,43,SSD,97.82,906,Unknown,LECA,502
ENSG00000221869,CEBPD,615,Ohnolog,21.24,1996,Unknown,Bilateria,1617
ENSG00000221874,ZNF816-ZNF321P,0,SSD,NA,330,None,LECA,9542
ENSG00000221878,PSG7,0,SSD,NA,212,Unknown,Vertebrata,143
ENSG00000221880,KRTAP1-3,105,SSD,NA,416,Unknown,Euteleostomi,10283
ENSG00000221882,AC087498,105,SSD,NA,164,None,Vertebrata,1656
ENSG00000221883,ARIH2OS,96,Singleton,95.32,0,None,Singleton,0
ENSG00000221886,ZBED8,96,SSD,70.8,144,Unknown,Bilateria,130
ENSG00000221887,HMSD,43,SSD,93.09,632,Unknown,LECA,339
ENSG00000221888,OR1C1,105,SSD,88.77,146,None,Vertebrata,1656
ENSG00000221890,NPTXR,96,SSD,28.64,982,None,LECA,1662
ENSG00000221900,POM121L12,43,SSD,99.14,144,None,LECA,4459
ENSG00000221909,FAM200A,96,SSD,84.98,36,None,Bilateria,130
ENSG00000221910,OR2F2,96,SSD,79.52,72,None,Euteleostomi,4441
ENSG00000221914,PPP2R2A,796,Ohnolog,4.71,2452,None,LECA,1034
ENSG00000221916,C19orf73,29,Singleton,NA,0,None,Singleton,0
ENSG00000221923,ZNF880,43,SSD,90.48,314,None,LECA,89
ENSG00000221926,TRIM16,435,SSD,73.69,404,Unknown,LECA,1247
ENSG00000221931,OR6X1,311,SSD,79.19,130,None,Tetrapoda,9874
ENSG00000221932,HEPN1,43,Singleton,95.17,1034,Unknown,Singleton,0
ENSG00000221933,OR2A25,176,SSD,73.72,62,None,Vertebrata,1656
ENSG00000221937,TAS2R40,311,SSD,87.34,606,Unknown,Euteleostomi,4121
ENSG00000221938,OR2A14,105,SSD,81.65,134,None,Vertebrata,1656
ENSG00000221944,TIGD1,73,SSD,89.75,294,Unknown,LECA,4555
ENSG00000221946,FXYD7,158,SSD,64.99,848,Unknown,Euteleostomi,1518
ENSG00000221947,XKR9,615,Ohnolog,65.36,148,None,Chordata,8060
ENSG00000221954,OR4C12,176,SSD,84.33,272,None,Vertebrata,1656
ENSG00000221955,SLC12A8,796,SSD,52.59,658,None,Opisthokonta,727
ENSG00000221963,APOL6,311,SSD,99.88,638,Unknown,Euteleostomi,1864
ENSG00000221968,FADS3,311,SSD,57.88,806,Unknown,LECA,5517
ENSG00000221970,OR2A1,158,SSD,83.98,164,None,Vertebrata,1656
ENSG00000221974,GTF2H4,0,Singleton,15.34,0,None,Singleton,0
ENSG00000221977,OR4E2,311,SSD,53.51,162,None,Vertebrata,1656
ENSG00000221978,CCNL2,413,Ohnolog,64.39,1132,Unknown,LECA,1301
ENSG00000221983,UBA52,796,SSD,0.03,6300,Unknown,LECA,2158
ENSG00000221986,MYBPHL,105,Ohnolog,61.12,360,None,Bilateria,435
ENSG00000221988,PPT2,796,SSD,33.02,1076,Unknown,LECA,5104
ENSG00000221989,OR2A2,105,SSD,89.62,124,None,Vertebrata,1656
ENSG00000221994,ZNF630,96,SSD,85.53,380,Unknown,LECA,89
ENSG00000221995,TIAF1,43,Singleton,75.3,412,Unknown,Singleton,0
ENSG00000221996,OR52B4,158,SSD,85.59,0,None,Euteleostomi,9503
ENSG00000222009,BTBD19,615,Singleton,59.46,146,None,Singleton,0
ENSG00000222011,FAM185A,615,Singleton,79.57,74,None,Singleton,0
ENSG00000222014,RAB6C,9,Ohnolog,93.98,1412,Unknown,LECA,471
ENSG00000222018,FAM243A,413,SSD,NA,108,None,Homo sapiens,17096
ENSG00000222028,PSMB11,435,SSD,60.96,1276,Unknown,LECA,170
ENSG00000222036,POTEM,29,SSD,92.23,2056,None,Chordata,880
ENSG00000222038,POTEJ,0,SSD,92.92,2916,None,Chordata,880
ENSG00000222046,DCDC2B,435,SSD,73.36,204,None,Bilateria,6984
ENSG00000222047,C10orf55,43,Singleton,NA,78,None,Singleton,0
ENSG00000223355,NOTCH4,0,Singleton,5.41,0,None,Singleton,0
ENSG00000223367,RPS18,0,Singleton,29.4,0,None,Singleton,0
ENSG00000223417,TRIM49D1,43,SSD,97.35,392,None,LECA,1247
ENSG00000223443,USP17L2,96,Ohnolog,95.97,468,Unknown,LECA,438
ENSG00000223448,LTB,0,Singleton,38.35,0,None,Singleton,0
ENSG00000223465,LST1,0,Singleton,95.25,0,None,Singleton,0
ENSG00000223481,TAP2,0,Singleton,70.24,0,None,Singleton,0
ENSG00000223493,SKIV2L,0,Singleton,38.12,0,None,Singleton,0
ENSG00000223494,VARS2,0,Singleton,60.45,0,None,Singleton,0
ENSG00000223496,EXOSC6,435,SSD,77.46,1594,Unknown,Opisthokonta,1143
ENSG00000223501,VPS52,796,Singleton,34.88,1486,Unknown,Singleton,0
ENSG00000223510,CDRT15,29,SSD,96.58,76,None,Hominoidea,16861
ENSG00000223531,TRIM31,0,Singleton,98.18,0,None,Singleton,0
ENSG00000223532,HLA-B,0,Singleton,NA,0,None,Singleton,0
ENSG00000223533,CCHCR1,0,Singleton,68.3,0,None,Singleton,0
ENSG00000223547,ZNF844,29,SSD,98.74,272,None,LECA,2582
ENSG00000223569,USP17L15,96,Ohnolog,88.6,0,None,LECA,438
ENSG00000223572,CKMT1A,615,Ohnolog,52.29,1480,Unknown,Chordata,2429
ENSG00000223573,TINCR,311,Singleton,NA,0,Unknown,Singleton,0
ENSG00000223590,MUC21,0,Singleton,99.35,0,None,Singleton,0
ENSG00000223591,CENPVL1,615,SSD,NA,0,None,Eutheria,9365
ENSG00000223601,EBLN1,29,SSD,90.27,134,Unknown,Catarrhini,17470
ENSG00000223609,HBD,96,SSD,77.18,0,Unknown,LECA,1412
ENSG00000223614,ZNF735,29,SSD,NA,0,None,LECA,89
ENSG00000223618,VPS52,0,Singleton,34.88,0,None,Singleton,0
ENSG00000223638,RFPL4A,96,SSD,99.7,476,Unknown,LECA,3430
ENSG00000223639,CLIC1,0,Singleton,10.94,0,None,Singleton,0
ENSG00000223654,FLOT1,0,Singleton,31.91,0,None,Singleton,0
ENSG00000223658,C1GALT1C1L,435,SSD,NA,0,None,Bilateria,2683
ENSG00000223666,FKBPL,0,Singleton,60.92,0,None,Singleton,0
ENSG00000223680,DDR1,0,Singleton,32.07,0,None,Singleton,0
ENSG00000223687,ZNF311,0,Singleton,86.73,0,None,Singleton,0
ENSG00000223699,COL11A2,0,Singleton,27.33,0,None,Singleton,0
ENSG00000223752,ATAT1,0,Singleton,32.31,0,None,Singleton,0
ENSG00000223757,VWA7,0,Singleton,62.38,0,None,Singleton,0
ENSG00000223766,PRR3,0,Singleton,51.69,0,None,Singleton,0
ENSG00000223767,RNF5,0,Singleton,28.05,0,None,Singleton,0
ENSG00000223775,MRPS18B,0,Singleton,51.31,0,None,Singleton,0
ENSG00000223793,HLA-DQA2,0,Singleton,NA,0,None,Singleton,0
ENSG00000223802,CERS1,105,SSD,73.17,1590,Recessive,Bilateria,1646
ENSG00000223833,NCR3,0,Singleton,41.19,0,None,Singleton,0
ENSG00000223852,ZFP57,0,Singleton,91.13,0,None,Singleton,0
ENSG00000223858,ZFP57,0,Singleton,91.13,0,None,Singleton,0
ENSG00000223865,HLA-DPB1,105,SSD,NA,1322,Unknown,Euteleostomi,9382
ENSG00000223887,PRR3,0,Singleton,51.69,0,None,Singleton,0
ENSG00000223898,OR11A1,0,Singleton,80.17,0,None,Singleton,0
ENSG00000223919,LTA,0,Singleton,35.67,0,None,Singleton,0
ENSG00000223932,GPANK1,0,Singleton,61.65,0,None,Singleton,0
ENSG00000223952,TNF,0,Singleton,0.15,0,None,Singleton,0
ENSG00000223953,C1QTNF5,413,SSD,46.55,128,Dominant,LECA,1299
ENSG00000223957,NEU1,0,Singleton,19.59,0,None,Singleton,0
ENSG00000223980,HLA-A,0,Singleton,NA,0,None,Singleton,0
ENSG00000224051,CPTP,615,Ohnolog,74.38,514,Unknown,LECA,2648
ENSG00000224089,CT47A10,43,SSD,97.02,124,Unknown,Simiiformes,17482
ENSG00000224103,HLA-DPA1,0,Singleton,NA,0,None,Singleton,0
ENSG00000224105,C6orf15,0,Singleton,NA,0,None,Singleton,0
ENSG00000224107,ETDB,96,SSD,NA,0,None,Simiiformes,17483
ENSG00000224109,CENPVL3,615,SSD,NA,0,None,Eutheria,9365
ENSG00000224120,C6orf136,0,Singleton,NA,0,None,Singleton,0
ENSG00000224143,EHMT2,0,Singleton,39.23,0,None,Singleton,0
ENSG00000224145,TRIM15,0,Singleton,80.52,0,None,Singleton,0
ENSG00000224156,TUBB,0,Singleton,11.1,0,None,Singleton,0
ENSG00000224168,TRIM31,0,Singleton,98.18,0,None,Singleton,0
ENSG00000224180,CCHCR1,0,Singleton,68.3,0,None,Singleton,0
ENSG00000224200,FKBPL,0,Singleton,60.92,0,None,Singleton,0
ENSG00000224212,TAP1,0,Singleton,30.34,0,None,Singleton,0
ENSG00000224234,OR10C1,0,Singleton,84,0,None,Singleton,0
ENSG00000224242,BTNL2,0,Singleton,82.19,0,None,Singleton,0
ENSG00000224246,SFTA2,0,Singleton,82.28,0,None,Singleton,0
ENSG00000224264,VARS,0,Singleton,43.96,0,None,Singleton,0
ENSG00000224290,APOM,0,Singleton,41.28,0,None,Singleton,0
ENSG00000224305,HLA-DQB2,0,Singleton,NA,0,None,Singleton,0
ENSG00000224313,DXO,0,Singleton,43.65,0,None,Singleton,0
ENSG00000224319,OR2H2,0,Singleton,73.58,0,None,Singleton,0
ENSG00000224320,HLA-A,0,Singleton,NA,0,None,Singleton,0
ENSG00000224378,MICB,0,Singleton,97.5,0,None,Singleton,0
ENSG00000224379,TCF19,0,Singleton,46.91,0,None,Singleton,0
ENSG00000224383,PRR29,96,Singleton,87.87,34,None,Singleton,0
ENSG00000224389,C4B,311,Ohnolog,73.86,1802,Unknown,Bilateria,2732
ENSG00000224393,MPIG6B,0,Singleton,NA,0,None,Singleton,0
ENSG00000224395,OR2H1,0,Singleton,86.01,0,None,Singleton,0
ENSG00000224398,CSNK2B,0,Singleton,5.87,0,None,Singleton,0
ENSG00000224399,SLC39A7,0,Singleton,46.89,0,None,Singleton,0
ENSG00000224420,ADM5,96,Singleton,95.66,184,None,Singleton,0
ENSG00000224440,CXorf51A,43,SSD,NA,0,None,Homo sapiens,17487
ENSG00000224455,VPS52,0,Singleton,34.88,0,None,Singleton,0
ENSG00000224470,ATXN1L,435,Ohnolog,16.06,452,Unknown,Vertebrata,4458
ENSG00000224472,TCF19,0,Singleton,46.91,0,None,Singleton,0
ENSG00000224487,OR12D3,0,Singleton,88.64,0,None,Singleton,0
ENSG00000224496,TRIM40,0,Singleton,87.44,0,None,Singleton,0
ENSG00000224501,HSPA1B,0,Singleton,20.68,0,None,Singleton,0
ENSG00000224531,SMIM13,435,Singleton,38.72,48,None,Singleton,0
ENSG00000224542,TRIM31,0,Singleton,98.18,0,None,Singleton,0
ENSG00000224544,PSORS1C2,0,Singleton,68.42,0,None,Singleton,0
ENSG00000224552,ABHD16A,0,Singleton,34.5,0,None,Singleton,0
ENSG00000224578,HNRNPA1P48,615,SSD,NA,0,None,LECA,952
ENSG00000224586,GPX5,96,Ohnolog,49.84,1154,Unknown,LECA,3663
ENSG00000224587,MDC1,0,Singleton,49.99,0,None,Singleton,0
ENSG00000224608,HLA-B,0,Singleton,NA,0,None,Singleton,0
ENSG00000224654,UBD,0,Singleton,83.6,0,None,Singleton,0
ENSG00000224659,GAGE12J,43,SSD,96.48,52,Unknown,Eutheria,871
ENSG00000224708,LY6G6E,0,Singleton,84.35,0,None,Singleton,0
ENSG00000224712,NPIPA3,0,SSD,96.74,40,None,Homininae,9871
ENSG00000224740,FLOT1,0,Singleton,31.91,0,None,Singleton,0
ENSG00000224748,TAP1,0,Singleton,30.34,0,None,Singleton,0
ENSG00000224770,BTNL2,0,Singleton,82.19,0,None,Singleton,0
ENSG00000224774,CSNK2B,0,Singleton,5.87,0,None,Singleton,0
ENSG00000224782,PFDN6,0,Singleton,33.76,0,None,Singleton,0
ENSG00000224841,RGL2,0,Singleton,46.6,0,None,Singleton,0
ENSG00000224859,ZNRD1,0,Singleton,62.62,0,None,Singleton,0
ENSG00000224877,NDUFAF8,435,Singleton,NA,402,Unknown,Singleton,0
ENSG00000224902,GAGE12H,0,SSD,96.66,96,Unknown,Eutheria,871
ENSG00000224916,APOC4-APOC2,96,SSD,NA,0,None,Homo sapiens,17496
ENSG00000224940,PRRT4,435,Singleton,70.79,266,None,Singleton,0
ENSG00000224941,TCF19,0,Singleton,46.91,0,None,Singleton,0
ENSG00000224952,PBX2,0,Singleton,22.53,0,None,Singleton,0
ENSG00000224960,PPP4R3C,796,SSD,NA,0,None,LECA,1949
ENSG00000224979,LSM2,0,Singleton,14.05,0,None,Singleton,0
ENSG00000224982,TMEM233,435,SSD,55.95,34,Unknown,LECA,9510
ENSG00000224994,TRIM39,0,Singleton,43.92,0,None,Singleton,0
ENSG00000225060,PPP1R18,0,Singleton,68.84,0,None,Singleton,0
ENSG00000225073,DDX39B,0,Singleton,13.31,0,None,Singleton,0
ENSG00000225103,HLA-DQA2,0,Singleton,NA,0,None,Singleton,0
ENSG00000225110,PNMA6F,29,SSD,NA,0,None,LECA,9231
ENSG00000225130,TRIM31,0,Singleton,98.18,0,None,Singleton,0
ENSG00000225141,PRRT1,0,Singleton,55.43,0,None,Singleton,0
ENSG00000225164,PRRC2A,0,Singleton,35.91,0,None,Singleton,0
ENSG00000225180,PVALEF,615,Singleton,NA,0,None,Singleton,0
ENSG00000225190,PLEKHM1,435,SSD,54.34,628,Both,Bilateria,2186
ENSG00000225201,HLA-E,0,Singleton,NA,0,None,Singleton,0
ENSG00000225211,NCR3,0,Singleton,41.19,0,None,Singleton,0
ENSG00000225228,MCCD1,0,Singleton,84.14,0,None,Singleton,0
ENSG00000225247,OR12D2,0,Singleton,86.92,0,None,Singleton,0
ENSG00000225291,OR14J1,0,Singleton,91.32,0,None,Singleton,0
ENSG00000225312,HSD17B8,0,Singleton,52.02,0,None,Singleton,0
ENSG00000225327,USP17L3,96,Ohnolog,NA,110,None,LECA,438
ENSG00000225351,ZNF311,0,Singleton,86.73,0,None,Singleton,0
ENSG00000225362,CT62,43,Singleton,99.34,88,None,Singleton,0
ENSG00000225396,FAM236D,96,SSD,NA,0,None,Hominoidea,17505
ENSG00000225412,BTNL2,0,Singleton,82.19,0,None,Singleton,0
ENSG00000225452,RNF5,0,Singleton,28.05,0,None,Singleton,0
ENSG00000225454,SFTA2,0,Singleton,82.28,0,None,Singleton,0
ENSG00000225526,MKRN2OS,615,Singleton,83.1,96,None,Singleton,0
ENSG00000225528,Z82206,435,SSD,NA,0,None,Eutheria,17507
ENSG00000225543,C6orf15,0,Singleton,NA,0,None,Singleton,0
ENSG00000225550,OR2J2,0,Singleton,87.4,0,None,Singleton,0
ENSG00000225553,PHF1,0,Singleton,21,0,None,Singleton,0
ENSG00000225556,C2CD4D,311,SSD,76.16,284,None,LECA,249
ENSG00000225589,MDC1,0,Singleton,49.99,0,None,Singleton,0
ENSG00000225590,VPS52,0,Singleton,34.88,0,None,Singleton,0
ENSG00000225614,ZNF469,96,Singleton,95.92,668,Recessive,Singleton,0
ENSG00000225635,DDAH2,0,Singleton,32.15,0,None,Singleton,0
ENSG00000225663,MCRIP1,435,SSD,NA,108,Unknown,Bilateria,4708
ENSG00000225682,DXO,0,Singleton,43.65,0,None,Singleton,0
ENSG00000225691,HLA-C,0,Singleton,NA,0,None,Singleton,0
ENSG00000225697,SLC26A6,615,Ohnolog,66.76,882,Unknown,LECA,1587
ENSG00000225736,OR2B3,0,Singleton,79.16,0,None,Singleton,0
ENSG00000225737,SKIV2L,0,Singleton,38.12,0,None,Singleton,0
ENSG00000225748,PRRC2A,0,Singleton,35.91,0,None,Singleton,0
ENSG00000225781,OR6V1,311,SSD,83.05,76,None,Tetrapoda,9874
ENSG00000225805,DEFB131B,96,SSD,NA,6,None,Eutheria,1479
ENSG00000225824,HLA-DQB1,0,Singleton,NA,0,None,Singleton,0
ENSG00000225828,FAM229A,311,SSD,52.83,28,None,Theria,15052
ENSG00000225830,ERCC6,615,SSD,56.19,5194,Both,LECA,954
ENSG00000225845,BTNL2,0,Singleton,82.19,0,None,Singleton,0
ENSG00000225859,DDX39B,0,Singleton,13.31,0,None,Singleton,0
ENSG00000225890,HLA-DQA1,0,Singleton,NA,0,None,Singleton,0
ENSG00000225899,FRG2B,73,SSD,90.54,122,None,Homininae,10586
ENSG00000225921,NOL7,435,Singleton,44.72,798,Unknown,Singleton,0
ENSG00000225932,CTAGE4,311,Ohnolog,92.78,68,None,LECA,4577
ENSG00000225940,C5orf67,43,Singleton,NA,0,None,Singleton,0
ENSG00000225950,NTF4,615,SSD,42.63,1754,Unknown,Vertebrata,5444
ENSG00000225967,TAP2,0,Singleton,70.24,0,None,Singleton,0
ENSG00000225968,ELFN1,351,Ohnolog,62.62,428,Unknown,LECA,1888
ENSG00000225973,PIGBOS1,158,Singleton,NA,0,None,Singleton,0
ENSG00000225987,PBX2,0,Singleton,22.53,0,None,Singleton,0
ENSG00000225989,ABCF1,0,Singleton,36.78,0,None,Singleton,0
ENSG00000225993,LY6G6D,0,Singleton,80.65,0,None,Singleton,0
ENSG00000225998,LSM2,0,Singleton,14.05,0,None,Singleton,0
ENSG00000226000,OR2J2,0,Singleton,87.4,0,None,Singleton,0
ENSG00000226023,CT47A6,43,SSD,95.64,120,Unknown,Simiiformes,17482
ENSG00000226033,STK19,0,Singleton,76.08,0,None,Singleton,0
ENSG00000226060,TRIM26,0,Singleton,62.11,0,None,Singleton,0
ENSG00000226103,C6orf47,0,Singleton,NA,0,None,Singleton,0
ENSG00000226111,MRPS18B,0,Singleton,51.31,0,None,Singleton,0
ENSG00000226124,FTCDNL1,311,SSD,62.5,316,Unknown,Vertebrata,8278
ENSG00000226127,BTNL2,0,Singleton,82.19,0,None,Singleton,0
ENSG00000226165,HLA-DQB2,0,Singleton,NA,0,None,Singleton,0
ENSG00000226171,DHX16,0,Singleton,33.23,0,None,Singleton,0
ENSG00000226173,TAP1,0,Singleton,30.34,0,None,Singleton,0
ENSG00000226174,TEX22,105,Singleton,93.62,180,None,Singleton,0
ENSG00000226182,LST1,0,Singleton,95.25,0,None,Singleton,0
ENSG00000226187,LY6G6E,0,Singleton,84.35,0,None,Singleton,0
ENSG00000226201,PSMB8,0,Singleton,57.95,0,None,Singleton,0
ENSG00000226215,APOM,0,Singleton,41.28,0,None,Singleton,0
ENSG00000226225,RPS18,0,Singleton,29.4,0,None,Singleton,0
ENSG00000226248,CLIC1,0,Singleton,10.94,0,None,Singleton,0
ENSG00000226257,STK19,0,Singleton,76.08,0,None,Singleton,0
ENSG00000226260,HLA-DRA,0,Singleton,NA,0,None,Singleton,0
ENSG00000226264,HLA-DMB,0,Singleton,NA,0,None,Singleton,0
ENSG00000226271,OR2J3,0,Singleton,84.47,0,None,Singleton,0
ENSG00000226275,LTA,0,Singleton,35.67,0,None,Singleton,0
ENSG00000226288,OR52I2,311,SSD,78.6,154,None,Euteleostomi,9503
ENSG00000226321,CROCC2,351,SSD,NA,80,None,LECA,642
ENSG00000226347,OR2J2,0,Singleton,87.4,0,None,Singleton,0
ENSG00000226372,DCAF8L1,796,SSD,93.4,200,None,Bilateria,5276
ENSG00000226384,GTF2H4,0,Singleton,15.34,0,None,Singleton,0
ENSG00000226402,TRIM31,0,Singleton,98.18,0,None,Singleton,0
ENSG00000226404,LY6G5C,0,Singleton,86.66,0,None,Singleton,0
ENSG00000226417,CLIC1,0,Singleton,10.94,0,None,Singleton,0
ENSG00000226430,USP17L7,96,Ohnolog,NA,88,None,LECA,438
ENSG00000226437,TRIM39,0,Singleton,43.92,0,None,Singleton,0
ENSG00000226463,OR2W1,0,Singleton,73.9,0,None,Singleton,0
ENSG00000226467,AGPAT1,0,Singleton,16.78,0,None,Singleton,0
ENSG00000226479,TMEM185B,105,SSD,67.67,252,None,Bilateria,5568
ENSG00000226490,AC138647,158,Singleton,NA,0,None,Singleton,0
ENSG00000226492,CUTA,0,Singleton,45.76,0,None,Singleton,0
ENSG00000226531,C6orf47,0,Singleton,NA,0,None,Singleton,0
ENSG00000226560,C2,0,Singleton,52.58,0,None,Singleton,0
ENSG00000226589,VARS,0,Singleton,43.96,0,None,Singleton,0
ENSG00000226600,CT47A9,43,SSD,94.95,124,Unknown,Simiiformes,17482
ENSG00000226603,LY6G6D,0,Singleton,80.65,0,None,Singleton,0
ENSG00000226614,SLC39A7,0,Singleton,46.89,0,None,Singleton,0
ENSG00000226618,PRRC2A,0,Singleton,35.91,0,None,Singleton,0
